angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,HIP,B-V,SHK,Act,Jitter,logRHK,dMag,Prot,Age,Obs,S,SimbadName,_RA,_DE
0.012454,89.0143041114000,13.9249155171000,0.003,0.002,90,3346787986201584896,89.01595873180,0.1115,13.92283598233,0.0990,36.3445,0.0536,373.005,0.184,-482.990,0.151,0,4.98998e+07,1.18266e+04,6.443119,2.63184e+07,5.29082e+04,6.800741,3.27779e+07,6.11689e+04,5.972966,0.827776,0.31,0.15,5732.00,0.2373,0.1580,1.24,1.496,89.0143031,13.9249122,HD 39881,28066,0.65,0.151,Act,2.608,-5.054,0.42,,7.62,K,S,HD 39881,89.0143,13.92491
4.877448,89.0144452107000,13.9262600071000,0.028,0.027,90,3346799737234226688,89.01444521069,28.4556,13.92626000711,26.5010,,,,,,,0,2.86811e+02,6.84300e+00,19.544376,6.08231e+02,4.82880e+01,18.391216,6.18085e+02,1.77988e+01,17.784300,0.606916,,,,,,,,89.0143031,13.9249122,HD 39881,28066,0.65,0.151,Act,2.608,-5.054,0.42,,7.62,K,S,HD 39881,89.0143,13.92491
0.155827,122.3478647400000,30.3428133225000,0.001,0.001,90,876949927190734080,122.34781703793,0.0369,30.34285703391,0.0312,11.5395,0.0472,-9.562,0.076,10.152,0.062,0,4.10531e+06,1.96555e+03,9.155001,2.24812e+06,3.42514e+03,9.471839,2.64061e+06,3.27330e+03,8.707660,0.764179,-7.91,0.13,5849.25,0.0300,0.0145,1.07,1.213,122.3478928,30.3428492,HIP 39939,39939,0.63,0.258,Act,4.459,-4.602,-0.4,11,1.15,K,S,HIP 39939,122.34789,30.34285
0.007375,88.5268049492000,-41.3440608106000,0.001,0.001,0,4804095846004057088,88.52698715461,0.0245,-41.34406051447,0.0298,10.2547,0.0302,31.771,0.053,0.069,0.059,1,8.78880e+06,3.82925e+03,8.328542,4.89190e+06,7.89021e+03,8.627694,5.49781e+06,1.05495e+04,7.911447,0.716248,10.47,0.20,6099.60,,,1.62,3.254,88.5268056,-41.3440628,HD 39997,27891,0.52,0.159,Act,2.777,-4.956,0.56,11,5.79,K,S,HD 39997,88.52681,-41.34406
0.017558,88.9024298127000,-29.9168329984000,0.001,0.001,0,2903371611193667712,88.90245063655,0.0207,-29.91658113590,0.0280,13.1861,0.0319,4.192,0.045,58.497,0.054,0,1.45543e+07,4.31499e+03,7.780891,8.11729e+06,1.05128e+04,8.077861,9.02483e+06,1.15555e+04,7.373322,0.704539,35.85,0.20,6135.00,0.6387,0.3443,1.60,3.256,88.9024308,-29.9168378,HD 40126,28021,0.52,0.157,Act,2.743,-4.97,0.39,11,6.04,K,S,HD 40126,88.90243,-29.91684
0.006980,89.7378929657000,18.9798643253000,0.002,0.001,90,3350636861016083712,89.73811872054,0.0540,18.97965134473,0.0528,12.4930,0.0615,49.583,0.099,-49.466,0.081,1,8.76213e+06,4.56794e+03,8.331841,4.81661e+06,7.70878e+03,8.644535,5.53613e+06,1.43452e+04,7.903904,0.740632,56.73,0.21,6011.00,0.2405,0.1283,1.37,2.192,89.7378917,18.9798628,HD 40330,28312,0.606,0.143,Act,2.492,-5.099,0.38,,8.44,K,S,HD 40330,89.73789,18.97986
0.007683,123.6496431030000,13.0228261575000,0.001,0.001,90,650337664425397632,123.64778335432,0.0383,13.02324560641,0.0272,52.1185,0.0440,-420.825,0.085,97.417,0.064,0,8.69330e+06,3.41854e+03,8.340404,3.38163e+06,4.57216e+03,9.028574,7.48499e+06,7.79120e+03,7.576442,1.452132,21.42,0.15,4538.10,0.2150,0.1227,0.65,0.160,123.6496414,13.0228275,HIP 40375,40375,1.186,0.843,Act,1.57,,-0.2,,,K,S,HIP 40375,123.64964,13.02283
0.020337,89.5897337733000,-4.6506718807700,0.001,0.001,90,3022685626580347392,89.59005655510,0.0386,-4.65153544091,0.0368,41.4209,0.0429,74.722,0.074,-200.569,0.068,0,3.56636e+07,1.36442e+04,6.807804,1.82344e+07,6.00486e+04,7.199162,2.42103e+07,1.04159e+05,6.301919,0.897243,143.25,0.18,5559.33,0.1297,0.0580,0.98,0.835,89.5897306,-4.6506672,HD 40397,28267,0.7,0.149,Act,2.588,-5.078,0.12,,8.05,K,S,HD 40397,89.58973,-4.65067
2.682266,89.5900689725000,-4.6500028268300,0.006,0.006,90,3022685630877620096,89.59040927909,0.2832,-4.65102494279,0.2952,41.0937,0.1332,78.779,0.400,-237.395,0.387,0,1.01254e+06,7.47967e+03,10.674839,,,,,,,,,,,,,,,89.5897306,-4.6506672,HD 40397,28267,0.7,0.149,Act,2.588,-5.078,0.12,,8.05,K,S,HD 40397,89.58973,-4.65067
0.006398,89.6476708388000,-21.5438924220000,0.001,0.000,0,2917842141990377088,89.64814872786,0.0122,-21.54371743759,0.0299,13.8003,0.0326,103.239,0.024,40.642,0.060,0,2.88842e+07,3.22940e+03,7.036716,1.34624e+07,8.38489e+03,7.528585,2.14549e+07,2.09673e+04,6.433106,1.095478,53.83,0.12,5071.25,,,3.31,6.518,89.6476719,-21.5438939,HD 40537,28284,0.888,0.137,Act,4.237,-5.173,3.15,,,K,S,HD 40537,89.64767,-21.54389
3.777726,89.6487864395000,-21.5440566333000,0.002,0.001,0,2917842146286353664,89.64926046961,0.0289,-21.54390216360,0.0594,14.2860,0.0756,102.405,0.057,35.877,0.124,0,9.09998e+04,3.88663e+02,13.290765,1.35820e+05,7.92189e+03,12.518978,1.94148e+05,5.53177e+03,11.541590,0.977388,,,5095.63,,,,,89.6476719,-21.5438939,HD 40537,28284,0.888,0.137,Act,4.237,-5.173,3.15,,,K,S,HD 40537,89.64767,-21.54389
0.424787,91.5240223521000,69.4762281351000,0.005,0.005,90,1107146846976017152,91.52199466764,0.1052,69.47587306580,0.1416,31.8596,0.1631,-165.113,0.322,-82.471,0.317,0,1.11745e+07,4.66535e+03,8.067791,5.49688e+06,6.92497e+03,8.501098,7.98109e+06,1.00932e+04,7.506764,0.994333,-11.11,0.22,5260.23,0.0387,0.0178,0.81,0.458,91.5238342,69.4761303,HD 40647,28902,0.76,0.414,Act,3.488,-4.418,-0.3,9,0.34,K,S,HD 40647,91.52383,69.47613
0.007910,90.6880883941000,47.8095305677000,0.001,0.001,90,969752767321089792,90.68831667471,0.0589,47.80993961489,0.0478,36.0468,0.0654,35.608,0.084,95.004,0.072,0,5.47613e+07,2.03257e+04,6.342182,2.99947e+07,8.76105e+04,6.658776,3.43295e+07,2.79181e+05,5.922751,0.736025,-76.81,0.15,6058.75,0.0738,0.0333,1.16,1.643,90.6880914,47.8095297,HD 40650,28634,0.517,0.164,Act,2.864,-4.922,-0.3,10,5.17,L,S,HD 40650,90.68809,47.80953
3.354266,90.6888472733000,47.8103110087000,0.001,0.001,90,969752767319650560,90.68884727330,1.3478,47.81031100873,0.9553,,,,,,,0,5.15954e+05,1.40966e+04,11.406837,,,,,,,,,,,,,,,90.6880914,47.8095297,HD 40650,28634,0.517,0.164,Act,2.864,-4.922,-0.3,10,5.17,L,S,HD 40650,90.68809,47.80953
0.004574,124.5449127530000,30.6008183083000,0.001,0.001,90,708608825759209088,124.54349136631,0.0444,30.59727559169,0.0282,43.7398,0.0515,-284.150,0.091,-822.819,0.058,0,8.09766e+06,4.96471e+03,8.417466,3.28132e+06,4.15933e+03,9.061266,6.71217e+06,9.98024e+03,7.694763,1.366503,13.32,0.21,4565.79,0.2840,0.1280,0.73,0.209,124.5449114,30.6008178,HIP 40671,40671,1.137,0.456,Act,1.57,,0.0,,,K,S,HIP 40671,124.54491,30.60082
0.019914,125.2305386820000,14.0713331639000,0.001,0.001,90,652005932802958976,125.23016638308,0.0358,14.07020551965,0.0192,44.0229,0.0437,-83.874,0.080,-261.903,0.045,1,3.87802e+06,1.10979e+03,9.216841,1.38309e+06,1.40292e+03,9.999262,3.55394e+06,2.88195e+03,8.385145,1.614117,6.97,0.25,4264.18,0.1230,0.0777,0.62,0.113,125.2305408,14.0713383,HIP 40910,40910,1.279,1.379,Act,1.57,,-0.1,,,K,S,HIP 40910,125.23054,14.07134
0.009251,91.1247622056000,44.2604437994000,0.001,0.001,90,961428192989499904,91.12533459712,0.0344,44.25978547028,0.0335,29.3067,0.0364,95.210,0.067,-152.903,0.060,0,4.32010e+07,1.38620e+04,6.599631,2.38093e+07,6.00412e+04,6.909522,2.67553e+07,9.36971e+04,6.193394,0.716128,32.47,0.23,6076.67,0.0645,0.0477,1.26,1.960,91.1247589,44.2604428,HD 40979,28767,0.522,0.231,Act,4.024,-4.63,-0.1,6,1.36,K,S,HD 40979,91.12476,44.26044
0.015307,125.8787993470000,21.8493576086000,0.002,0.001,90,676273597540164096,125.88018305375,0.0538,21.84830019885,0.0286,39.7327,0.0615,298.296,0.108,-245.597,0.058,0,4.56153e+06,1.24747e+03,9.040588,1.77126e+06,2.42535e+03,9.730680,3.94544e+06,6.01334e+03,8.271681,1.458999,-27.29,0.30,4499.90,0.2010,0.1082,0.63,0.146,125.8787981,21.8493617,HIP 41130,41130,1.178,1.107,Act,1.57,,-0.1,,,K,S,HIP 41130,125.8788,21.84936
0.014786,126.7976386410000,28.9314210939000,0.001,0.001,90,707498696972158336,126.79648539650,0.0390,28.93241191865,0.0250,32.1931,0.0534,-234.422,0.082,230.126,0.051,0,3.89357e+06,1.11636e+03,9.212496,1.59054e+06,2.30729e+03,9.847527,3.24351e+06,5.20918e+03,8.484381,1.363146,54.62,0.31,4603.25,,,0.67,0.183,126.7976433,28.9314206,HIP 41443,41443,1.109,0.746,Act,1.57,,-0.2,,,K,S,HIP 41443,126.79764,28.93142
0.012103,91.7916725622000,37.1642644457000,0.001,0.001,90,3454064410851353728,91.79187961322,0.0520,37.16403330039,0.0477,11.9921,0.0574,38.323,0.096,-53.685,0.081,1,7.81669e+06,3.73274e+03,8.455809,4.19347e+06,6.02191e+03,8.794955,5.07676e+06,9.80410e+03,7.997953,0.797003,26.38,3.39,5859.00,0.4208,0.1827,1.42,2.137,91.7916686,37.1642656,HD 41478,29003,0.677,0.143,Act,2.471,-5.121,0.65,,,K,S,HD 41478,91.79167,37.16427
0.015380,91.2953661725000,-9.2918822464100,0.001,0.001,0,3005470165003706240,91.29534093574,0.0349,-9.29213080005,0.0369,12.7394,0.0384,-5.785,0.068,-57.729,0.068,1,1.41568e+07,3.94104e+03,7.810957,7.74732e+06,1.27007e+04,8.128510,8.96114e+06,1.78753e+04,7.381012,0.747499,0.35,0.13,5946.33,,,1.74,3.415,91.2953692,-9.2918853,HD 41484,28835,0.54,0.137,Act,2.413,-5.137,0.65,,,K,S,HD 41484,91.29537,-9.29189
0.015380,91.2953661725000,-9.2918822464100,0.001,0.001,0,3005470165003706240,91.29534093574,0.0349,-9.29213080005,0.0369,12.7394,0.0384,-5.785,0.068,-57.729,0.068,1,1.41568e+07,3.94104e+03,7.810957,7.74732e+06,1.27007e+04,8.128510,8.96114e+06,1.78753e+04,7.381012,0.747499,0.35,0.13,5946.33,,,1.74,3.415,91.2953692,-9.2918853,HD 41484,28835,0.54,0.137,Act,2.413,-5.137,0.65,,,K,S,HD 41484,91.29537,-9.29189
0.004415,91.6686582206000,15.5421053385000,0.002,0.001,90,3345968334645285376,91.66811909667,0.0533,15.54165963248,0.0512,63.3684,0.0551,-120.637,0.098,-103.519,0.083,0,4.63105e+07,4.08413e+04,6.524168,2.25050e+07,1.34555e+05,6.970691,3.25941e+07,2.22244e+05,5.979073,0.991619,-9.97,0.18,5306.00,0.0520,0.0273,0.82,0.477,91.6686594,15.5421058,HD 41593,28954,0.814,0.467,Act,3.746,-4.409,0.0,10,0.32,K,S,HD 41593,91.66866,15.54211
0.013347,127.4847007070000,61.7257611555000,0.001,0.001,90,1090049716041842816,127.48952472854,0.0214,61.72268094789,0.0210,49.2273,0.0296,530.755,0.049,-715.452,0.047,0,2.59193e+06,1.08445e+03,9.654307,8.38026e+05,7.80211e+02,10.543244,2.52986e+06,1.27080e+03,8.754179,1.789065,-51.84,0.38,4022.01,0.0113,0.0075,0.54,0.070,127.4846994,61.7257575,HIP 41689,41689,1.345,0.861,Act,2.482,,-0.6,,,K,S,HIP 41689,127.4847,61.72576
0.008779,91.1184980369000,-45.0366027767000,0.001,0.001,0,5567900121118276736,91.11799581223,0.0174,-45.03554332316,0.0208,36.8071,0.0193,-82.428,0.035,246.067,0.042,0,6.25378e+07,3.47841e+04,6.198010,3.51062e+07,1.01934e+05,6.487927,3.85157e+07,2.40107e+05,5.797825,0.690102,27.42,0.27,6171.33,0.1570,0.0755,1.17,1.794,91.1185011,-45.0366039,HD 41700,28764,0.52,0.333,Act,5.791,-4.387,-0.2,2,0.27,K,S,HD 41700,91.1185,-45.0366
0.024723,92.3996329478000,5.6689035926300,0.001,0.001,90,3318883274444631296,92.39988717182,0.0491,5.66910381576,0.0442,32.9826,0.0569,58.757,0.086,46.503,0.077,0,1.00306e+07,3.47000e+03,8.185051,4.67059e+06,1.70133e+04,8.677959,7.41171e+06,1.44628e+04,7.587123,1.090835,60.56,0.23,5101.00,0.0247,0.0118,0.80,0.394,92.3996314,5.6688969,HD 42182,29208,0.89,0.194,Act,2.356,-4.955,0.1,46,5.76,K,S,HD 42182,92.39963,5.6689
1.734195,92.3996278193000,5.6684151923500,0.005,0.005,90,3318883274442195840,92.39986013841,0.1876,5.66852137005,0.1825,32.3851,0.2375,53.694,0.349,24.661,0.306,0,6.52997e+04,9.41356e+02,13.651088,,,,,,,,,,,,,,,92.3996314,5.6688969,HD 42182,29208,0.89,0.194,Act,2.356,-4.955,0.1,46,5.76,K,S,HD 42182,92.39963,5.6689
0.560099,129.1060251160000,67.2949587683000,0.010,0.004,0,1093918828739148672,129.09416705293,0.1146,67.29523174868,0.2959,71.0957,0.1992,-1063.044,0.257,63.299,0.639,1,6.97453e+06,7.04325e+03,8.579578,2.12958e+06,3.47167e+03,9.530652,7.07764e+06,7.36692e+03,7.637199,1.893453,13.14,0.30,4114.62,0.8240,0.4245,0.57,0.085,129.1060558,67.2951139,HIP 42220,42220,1.417,1.045,Act,2.785,,0.4,,,K,S,HIP 42220,129.10606,67.29511
0.006550,94.0111674671000,70.7815758952000,0.001,0.001,0,1107458592882148096,94.01100225580,0.0178,70.77966634854,0.0245,38.1628,0.0304,-12.631,0.038,-443.502,0.048,1,2.44822e+07,4.17626e+03,7.216238,1.22268e+07,1.16491e+04,7.633105,1.70211e+07,1.72294e+04,6.684448,0.948658,19.57,0.13,5407.00,0.1633,0.0723,0.94,0.686,94.0111633,70.7815747,HD 42250,29761,0.77,0.158,Act,2.237,-5.036,0.12,,7.27,K,S,HD 42250,94.01116,70.78157
0.022832,129.9361771220000,5.7705349995800,0.001,0.001,90,594641112644934272,129.93692362388,0.0454,5.76923527346,0.0333,28.3613,0.0581,172.504,0.094,-301.875,0.064,0,9.90408e+06,2.27484e+03,8.198831,4.90388e+06,4.39754e+03,8.625039,7.01843e+06,1.08523e+04,7.646320,0.978719,-20.08,0.18,5286.00,0.1095,0.0430,0.85,0.510,129.9361797,5.7705408,HIP 42491,42491,0.8,0.308,Act,2.97,-4.616,0.1,21,1.25,K,S,HIP 42491,129.93618,5.77054
0.011603,130.1526393630000,43.1137317369000,0.001,0.001,90,916639586829792640,130.15164528526,0.0345,43.11244778544,0.0245,33.5078,0.0471,-168.544,0.068,-298.209,0.051,0,4.99003e+06,1.78124e+03,8.943109,2.08035e+06,4.26944e+03,9.556049,4.07003e+06,7.38592e+03,8.237925,1.318125,,,4694.25,0.1487,0.0970,0.69,0.210,130.1526411,43.1137347,HIP 42567,42567,1.083,0.724,Act,1.57,,0.0,,,K,S,HIP 42567,130.15264,43.11373
0.054037,92.6442302196000,-21.8646271938000,0.002,0.002,0,2940856402123426176,92.64359934092,0.0505,-21.86772330143,0.0515,173.6955,0.0457,-135.985,0.104,-719.088,0.152,1,2.25139e+07,1.27840e+04,7.307239,6.11042e+06,6.71626e+03,8.386210,2.41627e+07,3.03521e+04,6.304055,2.082155,4.02,0.16,3912.54,0.4330,0.2267,,,92.6442306,-21.8646422,HD 42581,29295,1.51,1.565,Act,4.246,,0.88,,,K,S,HD 42581,92.64423,-21.86464
0.010473,93.0023617692000,6.7830714769100,0.001,0.001,90,3319126988068404096,93.00321726278,0.0344,6.78197421456,0.0362,41.0627,0.0416,197.304,0.066,-254.848,0.060,0,4.00069e+07,1.17310e+04,6.683028,2.10696e+07,6.39029e+04,7.042246,2.60381e+07,7.82145e+04,6.222895,0.819351,-53.52,0.14,5830.00,0.0790,0.0380,0.95,0.934,93.0023628,6.7830742,HD 42618,29432,0.63,0.157,Act,2.718,-5.005,-0.3,,6.7,K,S,HD 42618,93.00236,6.78307
0.121171,92.6330172555000,-34.8168486758000,0.002,0.002,90,2886332135900690816,92.63296876087,0.0765,-34.81680278457,0.0796,5.9924,0.0889,-9.247,0.158,10.659,0.152,0,4.99611e+07,9.65256e+03,6.441785,2.46971e+07,3.77529e+04,6.869775,3.46965e+07,7.39208e+04,5.911205,0.958570,21.41,0.38,5410.67,,,8.57,56.737,92.6329806,-34.8168336,HD 42698,29292,0.775,0.188,Act,4.406,-4.906,4.87,36,4.88,K,S,HD 42698,92.63298,-34.81683
0.023647,130.6271804390000,63.3979524382000,0.001,0.001,0,1044069612939035904,130.62758896885,0.0210,63.39772883489,0.0238,10.1503,0.0338,42.488,0.040,-51.934,0.045,1,6.17239e+06,8.85385e+02,8.712234,3.32457e+06,2.88713e+03,9.047050,4.01787e+06,4.41816e+03,8.251931,0.795119,24.46,0.23,5898.85,0.6608,0.3217,1.47,2.350,130.6271733,63.3979467,HIP 42731,42731,0.645,0.141,Act,2.446,-5.126,0.99,,,K,S,HIP 42731,130.62717,63.39795
0.012201,93.7119813202000,19.1564474006000,0.006,0.005,90,3374052988354372992,93.71154017980,0.2068,19.15566195555,0.1939,47.8905,0.2561,-96.785,0.379,-182.426,0.329,0,1.80585e+08,5.60954e+05,5.046660,1.02328e+08,2.93083e+05,5.326400,1.02314e+08,6.42441e+05,4.737081,0.589319,34.42,0.29,6489.00,0.1355,0.0810,1.38,3.046,93.7119825,19.1564442,HD 43042,29650,0.44,0.184,Act,2.971,,-0.1,,,L,S,HD 43042,93.71198,19.15644
0.014648,131.8382835990000,17.2801789905000,0.001,0.001,90,659847718450415488,131.83860687605,0.0349,17.28022914108,0.0234,11.2962,0.0418,71.694,0.073,11.648,0.051,0,4.30942e+06,9.96622e+02,9.102319,2.38514e+06,1.63609e+03,9.407605,2.74111e+06,1.50153e+03,8.667103,0.740502,16.51,0.33,5984.93,0.0260,0.0130,1.07,1.320,131.8382806,17.2801761,HIP 43151,43151,0.659,0.16,Act,2.774,-4.993,0.05,28,6.48,K,S,HIP 43151,131.83828,17.28018
0.007998,93.4387315075000,-23.8619357722000,0.001,0.000,0,2913411183149615744,93.43850678207,0.0129,-23.86145828512,0.0213,59.7617,0.0243,-47.733,0.026,110.900,0.042,0,6.37348e+07,2.65581e+04,6.177425,3.28269e+07,6.81914e+04,6.560813,4.27933e+07,7.07961e+04,5.683482,0.877331,21.76,0.14,5626.00,0.0880,0.0443,0.89,0.712,93.4387325,-23.8619378,HD 43162,29568,0.713,0.356,Act,3.199,-4.46,0.0,10,0.46,K,S,HD 43162,93.43873,-23.86194
0.012813,132.0437694410000,15.1106717652000,0.001,0.001,90,609757748260176896,132.04373410292,0.0445,15.11065967205,0.0294,3.2020,0.0561,-7.924,0.093,-2.809,0.068,0,1.10481e+07,3.05283e+03,8.080142,5.04013e+06,5.35598e+03,8.595284,8.39426e+06,5.62112e+03,7.451964,1.143320,3.37,0.15,4938.80,0.0987,0.0685,9.43,47.642,132.0437686,15.1106683,HIP 43212,43212,1.015,0.124,Act,4.22,,4.51,,,K,S,HIP 43212,132.04377,15.11067
0.034722,95.1728898250000,66.6291103862000,0.001,0.001,0,1105076054263354112,95.17277058722,0.0174,66.62891924424,0.0222,8.3883,0.0280,-10.986,0.034,-44.394,0.042,0,5.89874e+06,1.01889e+03,8.761468,3.25307e+06,4.00533e+03,9.070655,3.74227e+06,5.36642e+03,8.329082,0.741573,-10.43,0.21,5921.67,0.8820,0.4312,1.72,3.285,95.1728669,66.6291136,HD 43296,30152,0.595,0.158,Act,2.743,-4.988,0.5,19,6.38,K,S,HD 43296,95.17287,66.62911
0.002514,94.7699718434000,47.3940339552000,0.001,0.001,90,968931157257437312,94.76978193485,0.0480,47.39389077587,0.0455,30.4789,0.0531,-29.859,0.093,-33.255,0.077,0,3.99896e+07,1.29523e+04,6.683498,2.22073e+07,4.97967e+04,6.985151,2.48368e+07,4.43454e+04,6.274182,0.710969,-16.12,0.16,6121.00,0.0480,0.0228,1.15,1.675,94.7699722,47.3940333,HD 43523,30023,0.509,0.238,Act,4.135,-4.605,-0.4,5,1.18,L,S,HD 43523,94.76997,47.39403
0.034623,133.0014498410000,66.1314969083000,0.001,0.001,0,1092897519875582592,133.00245925253,0.0162,66.13192462563,0.0283,60.5523,0.0303,94.865,0.032,99.340,0.050,0,6.36680e+06,2.68837e+03,8.678563,2.20046e+06,2.58856e+03,9.495105,5.92435e+06,5.74155e+03,7.830319,1.664786,-22.25,0.28,4153.33,0.0323,0.0145,0.62,0.104,133.0014319,66.1314906,HIP 43534,43534,1.319,1.402,Act,3.868,,-0.2,,,K,S,HIP 43534,133.00143,66.13149
0.008563,133.4468957860000,35.2221704617000,0.001,0.001,90,716759264938450944,133.44585753536,0.0380,35.22092767832,0.0259,38.1160,0.0485,-196.994,0.076,-288.647,0.054,0,5.56160e+06,1.56548e+03,8.825366,2.23462e+06,1.85699e+03,9.478378,4.67829e+06,4.99204e+03,8.086702,1.391676,45.40,0.20,4655.20,0.1690,0.0820,0.66,0.183,133.4468933,35.2221717,HIP 43667,43667,1.139,0.509,Act,1.57,,0.0,,,K,S,HIP 43667,133.44689,35.22217
0.007167,94.8944825701000,41.0923070334000,0.001,0.001,90,959971546241168384,94.89461240721,0.0458,41.09207729931,0.0463,11.6535,0.0497,22.727,0.089,-53.358,0.082,0,1.30757e+07,4.14423e+03,7.897200,7.23387e+06,1.36563e+04,8.202962,8.18613e+06,2.58915e+04,7.479224,0.723738,-28.77,0.16,6118.33,0.9640,0.4940,1.72,3.747,94.8944842,41.0923086,HD 43691,30057,0.596,0.183,Act,3.179,-4.846,1.26,16,3.88,K,S,HD 43691,94.89448,41.09231
0.005421,94.2649920483000,-22.7152309668000,0.001,0.001,0,2937506911753275008,94.26557741610,0.0171,-22.71634784610,0.0295,24.7128,0.0350,125.411,0.035,-259.404,0.056,0,8.16520e+07,2.60830e+04,5.908449,4.48637e+07,5.05370e+04,6.221651,5.11020e+07,6.07781e+04,5.490825,0.730826,-2.57,0.14,6095.33,,,2.05,5.206,94.2649933,-22.71523,HD 43745,29843,0.59,0.144,Act,2.513,-5.088,1.37,,8.24,K,S,HD 43745,94.26499,-22.71523
0.009332,94.9173897550000,16.0132486062000,0.001,0.001,90,3369088315397965056,94.91732204938,0.0332,16.01318519110,0.0316,36.5758,0.0385,-15.115,0.065,-14.729,0.056,0,4.89556e+07,1.73015e+04,6.463860,2.69589e+07,7.12672e+04,6.774633,3.07773e+07,7.54289e+04,6.041344,0.733290,40.57,0.18,6019.50,0.0667,0.0300,1.10,1.428,94.9173922,16.0132497,HD 43947,30067,0.513,0.158,Act,2.753,-4.962,-0.5,10,5.9,K,S,HD 43947,94.91739,16.01325
0.008171,94.7835728102000,-3.4389885488400,0.001,0.001,0,3116883781327753216,94.78361899044,0.0415,-3.43917066788,0.0484,19.2262,0.0547,10.706,0.084,-42.299,0.085,0,1.56485e+07,3.22273e+04,7.702184,8.61718e+06,5.79622e+04,8.012976,9.86604e+06,5.50040e+04,7.276562,0.736414,20.53,0.61,6027.00,0.0695,0.0373,1.18,1.652,94.7835731,-3.4389908,HD 43989,30030,0.587,0.507,Act,8.788,-4.177,0.0,2,0.04,K,S,HD 43989,94.78357,-3.43899
0.017300,134.6590819360000,20.5467506708000,0.002,0.001,90,684865658135318144,134.66209349517,0.0685,20.54600976063,0.0487,47.5479,0.0502,654.964,0.123,-172.088,0.094,1,5.82736e+06,3.01706e+03,8.774686,2.26896e+06,3.74391e+03,9.461822,4.99996e+06,6.97946e+03,8.014504,1.447317,-50.09,0.31,4443.54,0.1560,0.1065,0.62,0.134,134.6590864,20.5467483,HIP 44072,44072,1.116,0.523,Act,1.57,,-0.7,,,K,S,HIP 44072,134.65909,20.54675
0.016371,95.4314016282000,-0.5391264461120,0.001,0.001,90,3118688251708604928,95.43138969817,0.0391,-0.53980071408,0.0370,23.2341,0.0408,-2.771,0.073,-156.604,0.072,0,1.95941e+07,5.18301e+03,7.458055,1.02649e+07,3.61498e+04,7.823004,1.28689e+07,2.65069e+04,6.988070,0.834934,-0.23,0.15,5715.00,0.3053,0.1517,1.22,1.439,95.4314,-0.5391222,HD 44420,30243,0.64,0.147,Act,2.545,-5.079,0.16,,8.07,K,S,HD 44420,95.4314,-0.53912
0.003874,96.1285887416000,38.5691703358000,0.002,0.001,90,955687952016048000,96.12906973303,0.0414,38.56877399954,0.0433,22.1260,0.0509,87.344,0.097,-92.053,0.080,0,1.99883e+07,6.52892e+03,7.436425,1.07582e+07,1.85969e+04,7.772041,1.27584e+07,3.22579e+04,6.997432,0.774609,32.59,0.21,5936.50,0.0695,0.0390,1.20,1.599,96.1285875,38.5691708,HD 44614,30486,0.6,0.149,Act,2.595,-5.05,0.13,,7.55,K,S,HD 44614,96.12859,38.56917
0.006159,95.4320432489000,-27.5071548825000,0.001,0.001,0,2898620037335416704,95.43207107189,0.0213,-27.50724159904,0.0290,14.4946,0.0345,5.732,0.045,-20.141,0.060,0,1.21288e+07,2.84689e+03,7.978818,6.78877e+06,7.87560e+03,8.271911,7.52638e+06,9.41681e+03,7.570455,0.701456,6.11,0.16,6140.38,0.1630,0.0790,1.32,2.245,95.432045,-27.5071556,HD 44663,30244,0.51,0.147,Act,2.561,-5.044,0.0,,7.44,K,S,HD 44663,95.43204,-27.50716
0.005116,96.3343523518000,11.2332458286000,0.001,0.001,90,3330686669209149824,96.33381184301,0.0511,11.23300121813,0.0494,29.9083,0.0611,-123.133,0.092,-56.813,0.077,0,3.37404e+07,1.01610e+04,6.867991,1.84244e+07,3.72673e+04,7.187903,2.11487e+07,7.76364e+04,6.448710,0.739193,32.40,0.16,6040.00,0.0892,0.0360,1.11,1.471,96.3343514,11.2332469,HD 44985,30552,0.52,0.149,Act,2.614,-5.025,-0.4,,7.08,K,S,HD 44985,96.33435,11.23325
0.017649,137.6135827830000,73.4066499645000,0.001,0.001,0,1123798606979379456,137.61122049115,0.0204,73.40543298199,0.0303,29.2609,0.0319,-156.687,0.044,-282.661,0.053,0,2.72439e+06,1.84682e+03,9.600192,1.03063e+06,1.91390e+03,10.318630,2.39545e+06,3.16568e+03,8.813454,1.505177,-27.91,0.52,4363.95,0.3233,0.1303,0.72,0.171,137.6135775,73.4066453,HIP 45042,45042,1.25,1.279,Act,1.57,,0.09,,,K,S,HIP 45042,137.61358,73.40665
