angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,HIP,B-V,SHK,Act,Jitter,logRHK,dMag,Prot,Age,Obs,S,SimbadName,_RA,_DE
0.004812,180.3167655820000,79.0874263757000,0.001,0.001,0,1717515266567894912,180.31520159832,0.0320,79.08736886384,0.0372,16.6500,0.0407,-68.767,0.078,-13.359,0.080,0,8.99271e+06,2.62366e+03,8.303639,4.91364e+06,7.33369e+03,8.622879,5.72874e+06,1.36418e+04,7.866773,0.756106,-11.52,0.17,5961.50,0.0687,0.0450,1.06,1.269,180.3167694,79.0874275,HD 104389,58619,0.607,0.202,Act,3.512,-4.765,0.0,15,2.74,K,S,HD 104389,180.31677,79.08743
0.015700,317.3226145740000,-13.3025053155000,0.002,0.001,90,6885776098199761024,317.32577679055,0.0522,-13.31109513263,0.0415,84.7044,0.0685,714.800,0.103,-1995.206,0.064,0,1.85829e+06,1.66377e+03,10.015580,4.88717e+05,7.40378e+02,11.128744,2.00672e+06,1.54236e+03,9.005705,2.123039,-58.39,0.25,3854.43,0.1040,0.0590,,,317.3226106,-13.3025033,HIP 104432,104432,1.49,0.37,Act,2.1,,-0.5,,,K,S,HIP 104432,317.32261,-13.3025
0.012891,180.4200300620000,39.5865887708000,0.001,0.001,0,4034726367018683520,180.42013868353,0.0267,39.58628903493,0.0274,16.4446,0.0355,19.442,0.045,-69.616,0.064,0,7.77671e+06,1.61220e+03,8.461376,4.12042e+06,4.08944e+03,8.814035,5.13045e+06,6.70993e+03,7.986531,0.827505,-19.06,0.23,5729.50,0.1482,0.0895,1.08,1.139,180.4200261,39.5865869,HD 104437,58656,0.671,0.194,Act,3.363,-4.83,0.35,23,3.64,K,S,HD 104437,180.42003,39.58659
0.005809,180.4344786990000,22.0942997973000,0.001,0.001,90,4000126625878257152,180.43429601121,0.0422,22.09425018525,0.0277,5.8952,0.0639,-39.315,0.089,-11.523,0.063,0,5.16556e+07,1.09741e+04,6.405572,2.72330e+07,3.90672e+04,6.763650,3.39934e+07,1.07494e+05,5.933432,0.830218,13.92,0.53,5713.00,1.5450,0.8025,7.84,58.945,180.4344789,22.0943014,HD 104452,58661,0.661,0.285,Act,4.753,-4.555,4.25,12,0.87,L,S,HD 104452,180.43448,22.0943
0.008753,180.6204825270000,43.0840827723000,0.001,0.001,90,1537769304681442176,180.61843645238,0.0292,43.08188334539,0.0229,17.5986,0.0392,-347.077,0.044,-510.840,0.040,0,5.36828e+07,1.10155e+04,6.363779,2.49545e+07,5.64420e+04,6.858517,3.96069e+07,8.78558e+04,5.767494,1.091023,-10.41,0.14,4944.00,,,3.77,7.654,180.620485,43.0840844,HD 104556,58708,0.86,0.133,Act,4.213,-5.189,3.05,,,K,S,HD 104556,180.62048,43.08408
0.057228,180.6643935060000,-10.7136224045000,0.013,0.012,90,3575542995268304512,180.66453840364,0.2989,-10.71371137569,0.2678,18.3736,0.3764,33.067,0.840,-20.664,0.747,0,8.48511e+06,4.68678e+03,8.366722,4.31814e+06,7.68313e+03,8.763146,5.86494e+06,8.95138e+03,7.841261,0.921885,-16.16,0.70,5592.68,0.3270,0.1630,1.07,1.006,180.6643933,-10.7136383,HD 104576,58722,0.708,0.425,Act,3.536,-4.358,0.07,5,0.21,K,S,HD 104576,180.66439,-10.71364
0.023549,180.6877674140000,31.5102537196000,0.001,0.001,90,4026466281619497728,180.68779304019,0.0422,31.50996681971,0.0361,11.2052,0.0599,5.074,0.085,-66.635,0.078,1,7.52228e+06,2.07724e+03,8.497492,3.95964e+06,4.73675e+03,8.857250,4.99038e+06,7.50786e+03,8.016586,0.840664,-9.95,0.20,5732.00,,,1.56,2.373,180.687775,31.5102547,HD 104588,58725,0.692,0.175,Act,3.03,-4.927,1.02,29,5.26,K,S,HD 104588,180.68777,31.51025
0.018815,181.0231781110000,3.3407524350300,0.002,0.001,90,3892975987936521216,181.02343629542,0.0517,3.33827514126,0.0376,13.8715,0.0752,59.863,0.125,-575.370,0.072,0,4.49123e+06,9.98047e+02,9.057452,2.43521e+06,3.26743e+03,9.385047,2.92232e+06,3.75838e+03,8.597600,0.787447,10.47,0.33,5744.75,0.0540,0.0220,0.97,0.924,181.0231747,3.3407564,HD 104800,58843,0.58,0.171,Act,2.973,-4.904,-0.8,16,4.84,K,S,HD 104800,181.02317,3.34076
0.003047,181.1405454980000,66.3365872337000,0.001,0.001,90,1681330368961561984,181.13993252528,0.0303,66.33680934017,0.0252,22.1237,0.0346,-57.141,0.050,51.586,0.050,0,1.48578e+07,8.73732e+03,7.758479,8.10762e+06,1.61731e+04,8.079155,9.46390e+06,1.79754e+04,7.321744,0.757411,-12.04,0.21,5938.67,0.0373,0.0197,1.03,1.189,181.1405475,66.3365875,HD 104860,58876,0.596,0.371,Act,6.428,-4.356,0.0,3,0.21,K,S,HD 104860,181.14055,66.33659
0.009477,181.3129904350000,76.9057329094000,0.002,0.002,90,1693159194226600192,181.31578544867,0.0622,76.90533593520,0.0574,9.9146,0.0706,147.071,0.115,-92.204,0.103,1,1.21794e+08,1.52410e+05,5.474299,5.27988e+07,1.00888e+05,6.044828,9.27689e+07,4.15385e+05,4.843414,1.201415,-20.20,0.16,4758.00,0.0197,0.0080,11.15,57.455,181.3129953,76.9057353,HD 104985,58952,1.029,0.108,Act,4.163,,5.97,,,K,S,HD 104985,181.313,76.90574
0.018030,181.3934143760000,51.9311840466000,0.001,0.001,0,1548577675783357568,181.39353040689,0.0207,51.93115832240,0.0246,4.5785,0.0402,16.617,0.043,-5.975,0.050,0,2.24152e+07,4.02245e+03,7.312009,1.06414e+07,8.45677e+03,7.783887,1.63777e+07,1.64659e+04,6.726285,1.057602,,,5138.00,,,8.50,45.381,181.3934064,51.9311831,HD 105031,58980,0.632,0.22,Act,4.493,-4.712,4.38,16,2.12,L,S,HD 105031,181.39341,51.93118
0.005868,181.5216475150000,-32.9612295341000,0.001,0.000,90,3466217935643483392,181.52125039558,0.0290,-32.96206293052,0.0161,20.6479,0.0401,-77.387,0.047,-193.561,0.026,0,4.94825e+07,8.69150e+03,6.452237,2.67640e+07,1.73992e+04,6.782509,3.16799e+07,4.91479e+04,6.009960,0.772549,31.97,0.14,5907.50,,,2.04,4.552,181.5216458,-32.9612303,HD 105113,59021,0.6,0.158,Act,2.739,-4.991,1.42,20,6.43,K,S,HD 105113,181.52165,-32.96123
0.009852,181.8166717670000,10.5313782293000,0.002,0.001,90,3906615120441059968,181.81651947183,0.0444,10.53105729809,0.0298,11.2237,0.0575,-34.776,0.104,-74.539,0.061,1,9.47285e+06,3.37303e+03,8.247165,5.06753e+06,4.77487e+03,8.589397,6.18191e+06,7.88834e+03,7.784114,0.805284,-13.18,0.20,5850.55,,,1.67,2.957,181.8166742,10.5313769,HD 105279,59110,0.61,0.185,Act,3.212,-4.841,0.64,17,3.81,K,S,HD 105279,181.81667,10.53138
0.004079,181.8685404200000,13.0329129708000,0.001,0.001,90,3920690621623350912,181.86685389530,0.0345,13.03231204302,0.0219,22.9058,0.0413,-381.614,0.077,-139.570,0.044,0,3.46639e+06,5.11474e+02,9.338672,1.56061e+06,1.75304e+03,9.868152,2.66857e+06,4.05320e+03,8.696224,1.171928,35.56,0.19,4847.70,0.0380,0.0170,0.77,0.299,181.8685408,13.0329119,HD 105304,59126,0.958,0.206,Act,2.273,,-0.1,,,K,S,HD 105304,181.86854,13.03291
0.007553,320.0575881300000,-19.8522851852000,0.002,0.001,90,6832674634380238848,320.05679653694,0.0688,-19.85538902924,0.0598,63.3493,0.0899,-172.925,0.124,-720.880,0.092,0,7.54128e+06,5.94892e+03,8.494754,2.54755e+06,5.06071e+03,9.336081,7.12228e+06,1.07234e+04,7.630372,1.705709,17.59,0.43,4026.18,0.6883,0.3612,0.72,0.122,320.0575903,-19.8522847,HIP 105341,105341,1.34,1.383,Act,3.75,,0.06,,,K,S,HIP 105341,320.05759,-19.85228
0.005175,182.0290007530000,39.6554965095000,0.001,0.001,0,1536014999519656064,182.02816582742,0.0290,39.65546163907,0.0298,21.0214,0.0389,-149.297,0.052,-8.100,0.060,0,2.50298e+07,6.81315e+03,7.192224,1.40827e+07,2.44747e+04,7.479676,1.53477e+07,2.71947e+04,6.796811,0.682866,2.31,0.19,6273.00,0.0865,0.0483,1.25,2.196,182.0289994,39.6554975,HD 105405,59175,0.467,0.169,Act,2.843,,-0.4,,,L,S,HD 105405,182.029,39.6555
0.016727,182.1034040610000,-24.7288706721000,0.009,0.008,90,3489338019474978176,182.10386530070,0.3243,-24.72904799075,0.3366,66.8743,0.3371,97.303,0.560,-41.184,0.543,1,5.42748e+08,1.54596e+06,3.851870,3.08014e+08,8.46062e+05,4.129962,2.79514e+08,7.10782e+05,3.645909,0.484053,,,6722.50,0.1960,0.0950,1.60,4.696,182.1034022,-24.728875,HD 105452,59199,0.334,0.231,Act,0.0,,-0.4,,,L,S,HD 105452,182.1034,-24.72887
1.971368,182.1029672150000,-24.7292541677000,0.002,0.001,0,3489338019474046720,182.10296721521,0.7382,-24.72925416773,1.6110,,,,,,,0,7.05580e+05,8.28431e+03,11.067000,,,,,,,,,,,,,,,182.1034022,-24.728875,HD 105452,59199,0.334,0.231,Act,0.0,,-0.4,,,L,S,HD 105452,182.1034,-24.72887
0.005664,182.2613396730000,59.0180937617000,0.001,0.001,90,1575933490721033728,182.26108105341,0.0279,59.01779903094,0.0271,2.1248,0.0321,-30.920,0.056,-68.454,0.051,0,8.23753e+06,1.60643e+03,8.398873,4.15610e+06,6.06419e+03,8.804673,5.77307e+06,1.30790e+04,7.858402,0.946271,18.26,0.20,5528.00,,,9.35,73.476,182.2613369,59.0180931,HD 105546,59239,0.66,0.116,Act,4.092,-5.421,4.78,,,K,S,HD 105546,182.26134,59.01809
0.010149,182.4025879390000,11.2115779651000,0.002,0.001,90,3906803888551408000,182.40212875640,0.0465,11.21156952530,0.0238,14.2400,0.0499,-104.613,0.101,-1.960,0.049,0,7.73713e+06,1.55650e+03,8.466916,4.06114e+06,3.49275e+03,8.829768,5.15811e+06,5.92831e+03,7.980694,0.849074,7.36,0.23,5683.90,0.3720,0.1978,1.27,1.516,182.4025906,11.2115769,HD 105618,59278,0.66,0.141,Act,2.44,-5.131,0.33,,,K,S,HD 105618,182.40259,11.21158
0.008857,182.4052347800000,40.2520568271000,0.001,0.001,0,1536064958579187840,182.40346223978,0.0319,40.25183726292,0.0467,39.8226,0.0556,-314.204,0.047,-50.999,0.074,1,2.39438e+07,6.25893e+03,7.240385,1.19124e+07,1.35761e+04,7.661389,1.67301e+07,2.96110e+04,6.703173,0.958216,-2.61,0.12,5406.50,0.0355,0.0330,0.89,0.616,182.4052364,40.2520547,HD 105631,59280,0.79,0.285,Act,2.856,-4.652,0.07,23,1.54,K,S,HD 105631,182.40524,40.25205
0.027661,182.7011117550000,-9.3972262483000,0.002,0.002,90,3582056983187698944,182.70097286092,0.0638,-9.39740153907,0.0482,8.1603,0.0664,-31.826,0.138,-40.713,0.130,0,2.39305e+07,3.48234e+03,7.240984,1.09041e+07,8.19481e+03,7.757418,1.80907e+07,1.98113e+04,6.618280,1.139139,-41.95,0.20,4929.35,,,5.47,15.924,182.7011125,-9.3972186,HD 105811,59367,0.996,0.124,Act,4.214,,4.13,,,K,S,HD 105811,182.70111,-9.39722
0.011069,182.7490602480000,22.8618213576000,0.001,0.001,90,4001560011083799168,182.75000644000,0.0476,22.86150119073,0.0300,24.5934,0.0549,202.497,0.093,-74.362,0.064,0,1.33401e+07,3.93231e+03,7.875465,6.74181e+06,6.65719e+03,8.279448,9.17552e+06,1.45827e+04,7.355343,0.924104,0.74,0.15,5499.00,0.2380,0.1180,1.04,0.891,182.7490606,22.8618183,HD 105844,59382,0.773,0.149,Act,2.191,-5.088,0.61,,8.23,K,S,HD 105844,182.74906,22.86182
0.008801,321.7350972710000,39.6587611554000,0.001,0.001,0,1964655106491358464,321.73547439100,0.0241,39.65881994160,0.0319,11.4128,0.0338,67.431,0.053,13.653,0.063,1,1.06936e+07,2.47515e+03,8.115558,5.73108e+06,6.66671e+03,8.455796,6.94051e+06,7.30450e+03,7.658442,0.797355,-63.65,0.20,5851.00,,,1.75,3.229,321.7350944,39.6587622,HIP 105904,105904,0.663,0.162,Act,2.806,-4.984,1.47,28,6.3,K,S,HIP 105904,321.73509,39.65876
0.210394,182.8657066070000,53.4215579351000,0.013,0.012,0,1572914025633785728,182.86447563391,0.4068,53.42099698709,0.4179,33.5048,0.5364,-170.376,0.784,-130.286,0.835,0,1.54669e+07,4.25615e+03,7.714857,7.10613e+06,7.72827e+03,8.222305,1.17010e+07,1.33567e+04,7.091367,1.130939,,,4942.68,0.5832,0.2750,1.06,0.609,182.8656433,53.4215133,HD 105963,59432,0.88,0.563,Act,4.176,-4.392,0.23,9,0.28,K,S,HD 105963,182.86564,53.42151
0.016290,183.1027107850000,19.8010220117000,0.001,0.001,90,3951357650189291392,183.10274280930,0.0400,19.80068648104,0.0334,10.6334,0.0507,6.998,0.083,-77.930,0.074,0,1.00666e+07,2.69617e+03,8.181164,5.06733e+06,6.77806e+03,8.589440,6.94914e+06,1.17971e+04,7.657092,0.932348,-14.08,0.18,5474.00,,,2.11,3.605,183.1027067,19.8010244,HD 106088,59525,0.809,0.158,Act,4.299,-5.046,2.48,,7.47,K,S,HD 106088,183.10271,19.80102
0.004913,183.1201774890000,-3.0844746646900,0.002,0.001,90,3598278250031419008,183.11756092651,0.0489,-3.08267313248,0.0350,28.9850,0.0618,-606.833,0.127,418.418,0.072,1,2.37743e+07,3.49374e+03,7.248095,1.23782e+07,9.73669e+03,7.619748,1.59079e+07,1.81966e+04,6.757890,0.861858,14.60,0.14,5787.40,0.1980,0.0953,1.05,1.117,183.1201775,-3.0844733,HD 106116,59532,0.65,0.157,Act,2.719,-5.01,0.0,,6.8,K,S,HD 106116,183.12018,-3.08447
0.013516,183.2397173310000,10.0377159267000,0.001,0.001,90,3906347595518413568,183.24063804325,0.0452,10.03617312958,0.0261,30.9673,0.0536,210.570,0.085,-358.329,0.050,0,1.54996e+07,2.56508e+03,7.712562,7.76823e+06,5.50227e+03,8.125584,1.07832e+07,1.03084e+04,7.180046,0.945538,-7.50,0.16,5425.47,0.0590,0.0387,0.92,0.658,183.2397136,10.0377167,HD 106156,59572,0.79,0.293,Act,2.896,-4.636,0.15,22,1.41,K,S,HD 106156,183.23971,10.03772
0.013359,183.3729583760000,10.0416357903000,0.001,0.001,90,3905603054348141440,183.37305834514,0.0444,10.04043018659,0.0280,26.1595,0.0537,22.863,0.092,-280.009,0.053,0,2.34543e+07,3.86469e+03,7.262810,1.26660e+07,1.15591e+04,7.594790,1.51583e+07,1.63328e+04,6.810293,0.784497,15.64,0.14,5888.25,0.0697,0.0377,1.11,1.345,183.3729556,10.0416383,HD 106252,59610,0.64,0.172,Act,2.978,-4.919,0.18,22,5.12,L,S,HD 106252,183.37296,10.04164
0.011496,183.4053581270000,-9.5133818569000,0.002,0.002,90,3581292685166588672,183.40492577873,0.0555,-9.51356454645,0.0632,10.6318,0.0641,-99.035,0.104,-42.431,0.102,0,2.07598e+07,5.24378e+03,7.395307,1.05511e+07,1.24523e+04,7.793140,1.41426e+07,3.52778e+04,6.885601,0.907540,24.45,0.14,5562.00,,,2.92,7.372,183.4053553,-9.5133803,HD 106270,59625,0.743,0.186,Act,4.387,-4.901,2.49,33,4.79,K,S,HD 106270,183.40536,-9.51338
0.026145,183.3943476400000,30.5624574364000,0.001,0.001,90,4013690029519735808,183.39435020007,0.0439,30.56239066210,0.0301,2.8839,0.0502,0.512,0.090,-15.509,0.066,0,1.05179e+07,3.28263e+03,8.133548,4.84281e+06,4.20785e+03,8.638644,7.93334e+06,1.50597e+04,7.513280,1.125364,-44.44,0.17,4996.35,0.3300,0.1545,9.91,55.190,183.3943558,30.5624556,HD 106279,59617,0.924,0.127,Act,4.209,,4.11,,,K,S,HD 106279,183.39436,30.56246
0.006706,183.4823878060000,2.2602193343000,0.002,0.001,90,3701146255822139136,183.48199514019,0.0481,2.26013301221,0.0316,13.8480,0.0563,-91.129,0.111,-20.049,0.060,0,3.99756e+07,1.91360e+04,6.683878,1.88778e+07,4.44451e+04,7.161510,2.90562e+07,8.97182e+04,6.103821,1.057688,-4.10,0.15,5130.67,,,3.77,8.859,183.4823894,2.2602203,HD 106314,59646,0.903,0.237,Act,4.63,,3.51,,,K,S,HD 106314,183.48239,2.26022
0.007321,183.6146285370000,23.6612159063000,0.001,0.001,90,4001709441585879296,183.61453405525,0.0359,23.66063191427,0.0266,11.3160,0.0433,-20.099,0.076,-135.637,0.059,0,2.51165e+07,5.40251e+03,7.188469,1.34951e+07,1.24835e+04,7.525951,1.60996e+07,2.03854e+04,6.744883,0.781069,5.98,0.16,5920.00,,,2.64,7.687,183.6146289,23.6612139,HD 106421,59692,0.661,0.141,Act,4.19,-5.133,2.29,,,K,S,HD 106421,183.61463,23.66121
0.007343,183.6138646450000,8.7823870883500,0.001,0.001,90,3904895793493364608,183.61410721695,0.0416,8.78182545773,0.0231,19.3997,0.0490,55.679,0.097,-130.443,0.046,1,2.16785e+07,3.44770e+03,7.348295,1.18020e+07,9.99946e+03,7.671498,1.37998e+07,1.08856e+04,6.912242,0.759257,24.52,0.15,6015.00,0.4057,0.1965,1.38,2.249,183.6138667,8.7823869,HD 106423,59690,0.57,0.159,Act,2.785,-4.968,0.37,15,6.0,L,S,HD 106423,183.61387,8.78239
0.009890,324.8172879700000,60.2838323471000,0.001,0.001,90,2203746967970084096,324.81396478466,0.0264,60.28483313025,0.0270,14.9764,0.0297,-382.602,0.058,232.430,0.050,1,1.63771e+06,6.41437e+02,10.152774,8.55107e+05,8.98708e+02,10.521338,1.11783e+06,1.01865e+03,9.640983,0.880355,-245.72,0.97,5489.67,0.0660,0.0400,0.60,0.295,324.8172933,60.2838331,HIP 106924,106924,0.63,0.184,Act,3.181,-4.857,-1.5,20,4.06,K,S,HIP 106924,324.81729,60.28383
0.770095,324.8175672130000,60.2836678017000,0.004,0.004,90,2203746899244928384,324.81749672118,0.1103,60.28363898468,0.1243,0.1637,0.1166,-8.116,0.282,-6.693,0.273,1,1.62228e+03,1.01588e+01,17.663054,1.40554e+03,1.34728e+02,17.481781,2.05689e+03,1.10360e+02,16.478893,1.002888,,,,,,,,324.8172933,60.2838331,HIP 106924,106924,0.63,0.184,Act,3.181,-4.857,-1.5,20,4.06,K,S,HIP 106924,324.81729,60.28383
3.089239,324.8190043340000,60.2837027741000,0.055,0.043,0,2203746899244928256,324.81900668975,0.9714,60.28369841768,1.0704,-1.8983,0.8962,0.271,2.801,-1.012,3.566,0,1.21765e+02,1.15385e+00,20.474562,,,,,,,,,,,,,,,324.8172933,60.2838331,HIP 106924,106924,0.63,0.184,Act,3.181,-4.857,-1.5,20,4.06,K,S,HIP 106924,324.81729,60.28383
0.016529,184.4617559630000,15.0192251319000,0.001,0.001,90,3921422209171933952,184.46115725575,0.0524,15.01925286414,0.0308,8.7154,0.0633,-134.304,0.092,6.441,0.061,0,9.75762e+06,3.66485e+03,8.215007,5.45546e+06,5.93706e+03,8.509309,6.17838e+06,9.43534e+03,7.784733,0.724576,7.19,0.16,6115.99,,,1.99,4.999,184.4617517,15.0192231,HD 106949,59958,0.51,0.137,Act,2.389,-5.137,0.52,,,K,S,HD 106949,184.46175,15.01922
0.340381,325.2557590620000,11.2629685168000,0.001,0.001,0,1766575647197540480,325.25543113611,0.0414,11.26249399365,0.0504,31.4762,0.0575,-74.696,0.078,-110.212,0.093,0,5.55502e+06,1.96091e+03,8.826652,2.38458e+06,5.12835e+03,9.407857,4.43903e+06,1.01978e+04,8.143700,1.264157,-50.15,0.15,4745.07,0.2508,0.1190,0.76,0.261,325.2557183,11.2630542,HIP 107062,107062,1.006,0.333,Act,1.57,,-0.1,,,K,S,HIP 107062,325.25572,11.26305
0.002782,184.6924203620000,19.1681110540000,0.001,0.001,90,3950383585966248704,184.69199011158,0.0421,19.16800743533,0.0311,12.5767,0.0475,-94.389,0.092,-24.066,0.067,0,1.30328e+07,3.43545e+03,7.900773,7.20805e+06,6.11440e+03,8.206843,8.19488e+06,8.06561e+03,7.478063,0.728780,-9.44,5.71,6069.00,0.8477,0.4240,1.62,3.211,184.6924197,19.1681106,HD 107087,60039,0.53,0.22,Act,3.834,-4.67,0.54,7,1.7,K,S,HD 107087,184.69242,19.16811
0.007833,184.7770925920000,16.5482974205000,0.001,0.001,90,3946438125929224320,184.77630654709,0.0335,16.54765493768,0.0244,36.4017,0.0418,-175.003,0.071,-149.222,0.051,0,3.32399e+07,1.50736e+04,6.884215,1.77819e+07,3.60183e+04,7.226442,2.15090e+07,6.43147e+04,6.430372,0.796071,1.68,0.17,5864.50,0.0250,0.0197,0.96,0.986,184.7770931,16.5482953,HD 107146,60074,0.604,0.464,Act,8.034,-4.235,-0.2,2,0.07,K,S,HD 107146,184.77709,16.5483
0.006351,184.8062135480000,-3.3197886686600,0.002,0.001,90,3693358861640279296,184.80597726466,0.0378,-3.31999272926,0.0284,20.2077,0.0470,-54.787,0.108,-47.395,0.064,0,1.36428e+07,3.65698e+03,7.851109,7.18334e+06,7.05079e+03,8.210571,8.99195e+06,1.23824e+04,7.377286,0.833286,25.13,0.15,5761.33,0.1505,0.0777,1.15,1.321,184.8062153,-3.3197889,HD 107148,60081,0.66,0.155,Act,2.683,-5.027,0.38,,7.11,K,S,HD 107148,184.80622,-3.31979
0.053092,184.8639125450000,-26.1073758320000,0.001,0.001,0,3476529086968390912,184.86419631458,0.0386,-26.10780695673,0.0455,12.5468,0.0563,59.183,0.071,-100.132,0.079,0,9.48417e+06,2.33309e+03,8.245867,4.90895e+06,3.13117e+03,8.623917,6.41562e+06,5.11645e+03,7.743823,0.880094,40.77,3.36,5571.33,,,1.67,2.416,184.8639281,-26.1073711,HD 107181,60096,0.737,0.174,Act,2.307,-4.951,1.47,35,5.68,K,S,HD 107181,184.86393,-26.10737
0.013467,184.8534103480000,39.6246992249000,0.001,0.001,90,1533199425118728960,184.85259954871,0.0429,39.62475235131,0.0265,14.3455,0.0552,-145.047,0.064,12.338,0.051,1,9.78908e+06,2.17234e+03,8.211511,5.20356e+06,5.03785e+03,8.560637,6.42758e+06,5.90103e+03,7.741802,0.818836,4.80,0.12,5774.75,0.3460,0.1605,1.37,1.879,184.853415,39.6247003,HD 107211,60094,0.665,0.172,Act,2.968,-4.933,0.64,26,5.36,K,S,HD 107211,184.85341,39.6247
0.006451,184.8730248420000,28.1569189876000,0.001,0.001,0,4010179460691154816,184.87202585724,0.0360,28.15637913965,0.0314,20.9477,0.0486,-204.565,0.064,-125.385,0.071,0,6.01557e+07,1.54887e+04,6.240174,3.38571e+07,5.20594e+04,6.527263,3.65922e+07,6.64622e+04,5.853450,0.673813,-9.32,0.18,6296.00,,,1.94,5.314,184.8730247,28.1569172,HD 107213,60098,0.5,0.149,Act,2.581,,0.9,,,L,S,HD 107213,184.87302,28.15692
0.014863,185.1792732550000,17.7928720136000,0.005,0.004,90,3946945413106333696,185.17877927819,0.1620,17.79325163825,0.1317,10.7104,0.2197,-109.241,0.316,88.170,0.277,0,3.36025e+08,8.60954e+05,4.372438,1.40929e+08,2.79609e+05,4.978890,2.44018e+08,4.90175e+05,3.793366,1.185524,43.37,0.21,4755.00,0.1887,0.1125,17.18,135.955,185.1792772,17.7928703,HD 107383,60202,1.01,0.11,Act,4.167,,7.13,,,L,S,HD 107383,185.17928,17.79287
0.014944,185.6334930840000,5.3054470592700,0.002,0.001,90,3900151160300881536,185.63276482756,0.0419,5.30522314602,0.0254,33.3249,0.0493,-168.418,0.105,-52.006,0.053,0,5.57821e+07,1.32575e+04,6.322128,3.09605e+07,4.50898e+04,6.624368,3.44887e+07,7.85589e+04,5.917728,0.706640,5.05,0.17,6084.50,0.0650,0.0377,1.26,1.956,185.6334972,5.3054464,HD 107705,60353,0.516,0.169,Act,2.957,-4.889,-0.1,9,4.6,L,S,HD 107705,185.6335,5.30545
0.008864,186.1357974030000,4.3311725499600,0.002,0.001,90,3701882653734894080,186.13592755980,0.0417,4.33107745900,0.0293,3.4512,0.0499,30.144,0.110,-22.086,0.060,0,1.59868e+07,3.24629e+03,7.678960,7.17104e+06,1.10973e+04,8.212432,1.23083e+07,1.73053e+04,7.036423,1.176009,-6.13,0.21,4855.04,0.1140,0.0640,11.00,60.583,186.1357964,4.3311703,HD 107990,60533,0.993,0.128,Act,4.232,,4.44,,,K,S,HD 107990,186.1358,4.33117
0.008889,328.3949629680000,35.8484393107000,0.001,0.001,0,1949182400905538304,328.39436909056,0.0169,35.84903980014,0.0297,10.1796,0.0370,-111.804,0.032,139.468,0.066,1,4.70532e+06,8.90726e+02,9.006893,2.59833e+06,1.30467e+03,9.314653,2.99509e+06,1.25291e+03,8.570896,0.743757,-97.73,0.19,5955.50,,,1.25,1.777,328.3949622,35.8484417,HIP 108056,108056,0.58,0.271,Act,4.709,-4.541,0.29,7,0.79,K,S,HIP 108056,328.39496,35.84844
0.010548,186.4190957780000,-0.2821779297960,0.002,0.001,90,3696625751204285568,186.41874397302,0.0418,-0.28206411432,0.0322,7.5571,0.0520,-81.709,0.100,26.435,0.068,0,1.87420e+07,6.39002e+03,7.506324,9.23551e+06,1.18223e+04,7.937736,1.32038e+07,2.91462e+04,6.960171,0.977565,-3.66,0.14,5384.08,,,4.21,13.426,186.4190958,-0.282175,HD 108189,60641,0.795,0.362,Act,5.089,-4.523,3.51,16,0.7,K,S,HD 108189,186.4191,-0.28217
0.004356,186.6266750080000,18.8903817745000,0.001,0.001,90,3948628902847532800,186.62666225666,0.0380,18.89046179747,0.0304,11.4978,0.0503,-2.802,0.085,18.586,0.063,0,5.17746e+06,9.09019e+02,8.903073,2.84636e+06,1.98624e+03,9.215662,3.30982e+06,4.31474e+03,8.462410,0.753252,1.59,0.19,5903.29,0.1130,0.0457,1.18,1.536,186.6266747,18.8903806,HD 108300,60706,0.602,0.155,Act,2.698,-5.007,0.04,,6.74,K,S,HD 108300,186.62667,18.89038
0.005947,186.7604977580000,-22.3896331570000,0.001,0.001,90,3513498511889345408,186.75991287393,0.0483,-22.38949876477,0.0336,12.9819,0.0589,-125.603,0.085,31.214,0.054,1,1.48901e+07,3.50191e+03,7.756118,8.34586e+06,7.82157e+03,8.047711,9.21500e+06,1.08270e+04,7.350681,0.697030,0.32,0.17,6112.20,0.8390,0.4160,1.65,3.439,186.7604986,-22.3896317,HD 108351,60753,0.523,0.202,Act,3.52,-4.735,0.79,7,2.37,K,S,HD 108351,186.7605,-22.38963
0.012315,329.3782373310000,28.9370590933000,0.001,0.001,0,1896449200461155712,329.37905776676,0.0302,28.93718955194,0.0421,15.1677,0.0498,166.763,0.074,30.300,0.083,0,6.53143e+06,3.51729e+03,8.650846,3.47762e+06,6.93122e+03,8.998181,4.27114e+06,7.91364e+03,8.185559,0.812622,-17.53,0.25,5786.50,0.0883,0.0503,1.05,1.121,329.3782411,28.93706,HIP 108388,108388,0.685,0.253,Act,4.375,-4.649,0.3,17,1.51,K,S,HIP 108388,329.37824,28.93706
