angDist,_RAJ2000,_DEJ2000,HD,RAJ2000,DEJ2000,Smin,Smax,SMW,logRmin,logRmax,logRMW,Age,e_Age,Teff,[Fe/H],GCS,Simbad,Ref,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.426203,87.614167,-43.699722,39427,05 50 27.4,-43 41 59,0.203,0.203,,-4.751,-4.751,,6.2,4.39,5673,-0.28,GCS,Simbad,9,87.6140414365000,-43.6996460043000,0.001,0.001,0,4801944037325462656,87.61423518404,0.0217,-43.69876424789,0.0257,19.8994,0.0248,32.533,0.046,204.793,0.051,0,7.15619e+06,2.36528e+03,8.551661,3.75177e+06,9.07206e+03,8.915796,4.75250e+06,1.33893e+04,8.069613,0.846183,31.23,0.19,5701.00,0.0670,0.0330,0.87,0.717
0.496317,87.940417,-40.146389,39601,05 51 45.7,-40 08 47,0.128,0.128,,-5.23,-5.23,,2.2,0.38,5226,-0.44,GCS,Simbad,9,87.9404140350000,-40.1465268472000,0.001,0.001,0,4805024800187806720,87.94032692599,0.0247,-40.14646325929,0.0287,7.2606,0.0311,-15.465,0.050,14.769,0.053,0,1.25137e+07,3.39238e+03,7.944905,6.14491e+06,1.10257e+04,8.380099,8.89192e+06,2.67498e+04,7.389431,0.990668,-29.56,0.19,5284.00,,,3.74,9.841
0.162034,91.425,-61.748611,42287,06 05 42.0,-61 44 55,0.254,0.254,,-4.565,-4.565,,1.63,1.33,6125,-0.03,GCS,Simbad,9,91.4250714716000,-61.7485813123000,0.001,0.001,90,5481272932860894720,91.42459890497,0.0308,-61.74853782731,0.0335,20.8689,0.0315,-51.953,0.085,10.100,0.067,0,1.58670e+07,4.89867e+03,7.687128,8.68528e+06,1.28686e+04,8.004429,1.00110e+07,2.19157e+04,7.260724,0.743705,-5.06,0.16,6077.67,0.1210,0.0530,1.07,1.419
0.332829,94.063333,-59.219167,44105,06 16 15.2,-59 13 09,0.196,0.196,,-4.811,-4.811,,4.66,1.17,6265,-0.45,GCS,Simbad,9,94.0633497854000,-59.2192590525000,0.001,0.001,0,5482551183847322496,94.06357538349,0.0295,-59.22015976339,0.0337,15.1856,0.0307,26.814,0.063,-209.198,0.070,0,1.67541e+07,5.43824e+03,7.628060,9.59329e+06,2.10521e+04,7.896469,1.00681e+07,1.95582e+04,7.254553,0.641916,-7.11,0.20,6398.50,0.1690,0.0890,1.36,2.813
0.441503,95.99125,-45.9475,45228,06 23 57.9,-45 56 51,0.134,0.134,,-5.122,-5.122,,10.5,1.05,5520,-0.36,GCS,Simbad,9,95.9910966185000,-45.9474394483000,0.001,0.001,90,5554906608097363840,95.99295910042,0.0216,-45.94676782662,0.0250,16.1377,0.0247,300.773,0.048,155.991,0.047,0,1.62403e+07,3.27360e+03,7.661881,8.23887e+06,1.08094e+04,8.061719,1.11487e+07,2.69890e+04,7.143858,0.917861,61.38,0.15,5448.67,,,1.79,2.532
0.630673,96.83625,-33.113889,45665,06 27 20.7,-33 06 50,0.317,0.317,,-4.491,-4.491,,5.23,3.65,5636,-0.01,GCS,Simbad,9,96.8361008211000,-33.1140117924000,0.001,0.001,0,2892003932273326208,96.83602834877,0.0214,-33.11430499156,0.0259,22.6071,0.0274,-14.098,0.044,-68.098,0.047,0,9.76575e+06,3.27404e+03,8.214102,5.06762e+06,8.54120e+03,8.589378,6.57481e+06,9.14910e+03,7.717211,0.872167,-3.23,0.18,5688.33,0.0483,0.0250,0.90,0.759
0.145050,99.829583,-37.129722,47948,06 39 19.1,-37 07 47,0.125,0.125,,-5.236,-5.236,,3.02,0.88,5349,-0.24,GCS,Simbad,9,99.8295381239000,-37.1297405288000,0.001,0.001,0,5580523201801172480,99.82948950013,0.0219,-37.12990818944,0.0259,8.4453,0.0275,-9.004,0.050,-38.941,0.052,0,9.95300e+06,2.40370e+03,8.193481,4.97503e+06,7.15623e+03,8.609399,6.98720e+06,1.22999e+04,7.651162,0.958237,-1.04,0.17,5300.07,,,2.85,5.772
0.458330,101.005833,-42.714444,48969,06 44 01.4,-42 42 52,0.178,0.178,,-4.863,-4.863,,5.91,3.87,5681,0.0,GCS,Simbad,9,101.0057151350000,-42.7145373228000,0.001,0.001,0,5557343881779688832,101.00523052097,0.0269,-42.71361312060,0.0334,19.3417,0.0302,-82.699,0.055,214.653,0.069,0,8.55528e+06,2.68115e+03,8.357780,4.45451e+06,5.68681e+03,8.729387,5.72467e+06,8.63940e+03,7.867544,0.861843,16.95,0.19,5765.13,0.1280,0.0617,0.95,0.904
0.323028,102.689583,-29.4475,50177,06 50 45.5,-29 26 51,0.135,0.135,,-5.133,-5.133,,4.12,1.38,6062,0.23,GCS,Simbad,9,102.6894968980000,-29.4475492927000,0.001,0.001,0,5608562809896153728,102.68952620281,0.0254,-29.44756023567,0.0328,14.9084,0.0369,5.927,0.050,-2.542,0.059,0,1.40112e+07,4.22687e+03,7.822174,7.39795e+06,9.05580e+03,8.178609,9.22342e+06,1.95018e+04,7.349690,0.828918,59.91,0.26,5766.00,0.8017,0.3990,1.58,2.491
0.304092,103.008333,-33.915556,50499,06 52 02.0,-33 54 56,0.126,0.16,,-5.219,-4.937,,4.23,1.19,6040,0.33,GCS,Simbad,9aajj,103.0084346680000,-33.9155601109000,0.001,0.001,0,5579783574073770112,103.00807498369,0.0191,-33.91526695180,0.0231,21.5765,0.0258,-69.326,0.043,68.089,0.043,0,2.83651e+07,6.30651e+03,7.056403,1.53566e+07,2.88522e+04,7.385653,1.79681e+07,5.20398e+04,6.625662,0.759990,36.94,0.15,6016.75,0.4680,0.2538,1.42,2.379
0.250538,104.097083,-57.576389,52063,06 56 23.3,-57 34 35,0.147,0.147,,-5.029,-5.029,,6.54,1.09,5953,-0.1,GCS,Simbad,9,104.0970089840000,-57.5763318305000,0.001,0.001,90,5483832797792354688,104.09729940188,0.0222,-57.57702298034,0.0234,16.1055,0.0229,36.166,0.050,-160.524,0.042,0,1.82114e+07,4.11062e+03,7.537508,9.83359e+06,1.12191e+04,7.869608,1.16712e+07,1.50579e+04,7.094132,0.775476,30.65,0.21,5932.00,0.6720,0.3260,1.57,2.750
0.651055,108.749167,-32.803056,56259,07 14 59.8,-32 48 11,0.125,0.149,,-5.22,-5.054,,7.14,1.76,5549,0.25,GCS,Simbad,9b,108.7489750490000,-32.8029742988000,0.001,0.001,0,5603266050070179840,108.74878003223,0.0178,-32.80291712144,0.0271,8.4824,0.0268,-38.072,0.040,13.280,0.055,1,6.92622e+06,1.80192e+03,8.587125,3.51793e+06,4.27324e+03,8.985669,4.75378e+06,5.40192e+03,8.069324,0.916346,1.03,0.35,5484.33,,,2.19,3.894
0.430833,109.471667,-31.694444,56972,07 17 53.2,-31 41 40,0.144,0.144,,-5.057,-5.057,,11.19,1.49,5651,0.23,GCS,Simbad,9,109.4717758360000,-31.6943681931000,0.001,0.001,0,5604859826537279744,109.47162270696,0.0206,-31.69462121036,0.0298,15.1450,0.0284,-30.261,0.043,-58.765,0.055,0,7.82605e+06,2.06503e+03,8.454509,4.05674e+06,3.28268e+03,8.830944,5.27162e+06,9.79482e+03,7.957060,0.873884,68.08,0.21,5651.60,0.3257,0.1647,1.22,1.359
0.633905,109.554167,-33.464722,57062,07 18 13.0,-33 27 53,0.118,0.118,,-5.268,-5.268,,7.33,1.35,5738,0.01,GCS,Simbad,9,109.5539824090000,-33.4648073972000,0.001,0.001,0,5591164133598161408,109.55364559184,0.0253,-33.46482089054,0.0341,7.8453,0.0354,-65.260,0.052,-3.134,0.062,1,6.43900e+06,1.25846e+03,8.666320,3.42344e+06,3.56049e+03,9.015231,4.23915e+06,5.70974e+03,8.193724,0.821507,36.31,0.26,5804.10,,,2.01,4.125
0.373062,109.55125,-51.050556,57334,07 18 12.3,-51 03 02,0.167,0.167,,-4.911,-4.911,,3.23,1.54,6126,0.15,GCS,Simbad,9,109.5513308120000,-51.0504656780000,0.001,0.001,90,5504204553528873472,109.55150017885,0.0220,-51.05112593111,0.0274,20.4468,0.0270,24.728,0.049,-153.348,0.048,0,2.11610e+07,4.66483e+03,7.374524,1.17226e+07,2.39146e+04,7.678825,1.31002e+07,4.65909e+04,6.968729,0.710096,16.73,0.14,6081.25,0.0632,0.0387,1.26,1.972
0.141242,112.508333,-32.928333,59741,07 30 02.0,-32 55 42,0.136,0.136,,-5.103,-5.103,,5.63,1.08,5876,0.04,GCS,Simbad,9,112.5083279040000,-32.9282940000000,0.001,0.001,0,5591779898774368256,112.50806679551,0.0228,-32.92820218131,0.0296,6.8664,0.0318,-50.902,0.048,21.326,0.069,1,4.60793e+06,9.13896e+02,9.029601,2.48398e+06,3.08829e+03,9.363518,2.99383e+06,4.52221e+03,8.571354,0.792164,34.86,0.26,5853.10,,,1.91,3.843
4.651481,112.508333,-32.928333,59741,07 30 02.0,-32 55 42,0.136,0.136,,-5.103,-5.103,,5.63,1.08,5876,0.04,GCS,Simbad,9,112.5095006140000,-32.9274909895000,0.014,0.010,90,5591779898774772736,112.50947953679,0.2394,-32.92748543973,0.3669,1.1530,0.4224,-4.109,0.911,1.289,0.676,0,8.01768e+02,7.03490e+00,18.428244,,,,,,,,,,,,,,
0.489393,115.226667,-26.363611,61986,07 40 54.4,-26 21 49,0.186,0.186,,-4.802,-4.802,,4.64,3.6,5803,-0.41,GCS,Simbad,9,115.2265684490000,-26.3635076397000,0.001,0.001,0,5613849055656060928,115.22812440193,0.0226,-26.36471944802,0.0306,17.8194,0.0384,323.798,0.052,-281.451,0.063,1,7.39164e+06,1.51242e+03,8.516513,3.95524e+06,3.77070e+03,8.858455,4.84739e+06,4.96348e+03,8.048149,0.810306,-7.78,0.19,5788.79,0.0405,0.0180,0.95,0.919
3.381795,115.226667,-26.363611,61986,07 40 54.4,-26 21 49,0.186,0.186,,-4.802,-4.802,,4.64,3.6,5803,-0.41,GCS,Simbad,9,115.2260668730000,-26.3628407304000,0.004,0.001,0,5613849055651841280,115.22606687329,1.3416,-26.36284073045,4.2797,,,,,,,0,1.20734e+02,2.03455e+00,20.483790,1.62742e+02,2.26020e+01,19.822640,2.55397e+02,2.20450e+01,18.743881,1.078758,,,,,,,
0.398732,117.17875,-30.254722,63637,07 48 42.9,-30 15 17,0.137,0.137,,-5.09,-5.09,,5.82,0.68,5686,-0.16,GCS,Simbad,9,117.1786313480000,-30.2546800098000,0.001,0.001,0,5598703695294056704,117.17756883039,0.0241,-30.25387980549,0.0335,15.8625,0.0360,-213.164,0.053,185.853,0.070,0,2.18684e+07,4.36524e+03,7.338824,1.15322e+07,1.14736e+04,7.696605,1.44478e+07,2.43456e+04,6.862414,0.834191,40.63,0.15,5702.00,,,1.90,3.449
0.118445,119.445417,-60.303056,65907,07 57 46.9,-60 18 11,0.191,0.191,,-4.789,-4.789,,3.17,2.25,6042,-0.29,GCS,Simbad,9,119.4454772080000,-60.3030698850000,0.002,0.002,90,5291028181119851776,119.44997486946,0.0632,-60.30255880424,0.0690,61.7309,0.0685,517.509,0.128,118.719,0.125,0,1.28717e+08,2.00425e+05,5.414273,6.88960e+07,1.35929e+05,5.755904,7.93216e+07,1.78425e+05,5.013441,0.742463,15.32,0.20,5979.00,0.0820,0.0320,1.07,1.321
0.236963,122.064167,-44.911111,67907,08 08 15.4,-44 54 40,0.118,0.118,,-5.269,-5.269,,4.35,1.3,5483,-0.2,GCS,Simbad,9,122.0640743970000,-44.9111166352000,0.001,0.001,0,5520514983903297536,122.06403964508,0.0314,-44.91146250682,0.0390,8.5180,0.0399,-5.716,0.062,-80.331,0.064,0,8.33721e+06,3.28168e+03,8.385814,4.24783e+06,8.40764e+03,8.780971,5.69450e+06,1.11467e+04,7.873281,0.907690,14.70,0.23,5523.70,,,2.35,4.629
0.350154,123.066667,-40.502778,68785,08 12 16.0,-40 30 10,0.184,0.189,,-4.811,-4.788,,3.42,2.79,5878,-0.32,GCS,Simbad,9b,123.0665391710000,-40.5027816126000,0.001,0.001,0,5539736336937681920,123.06570515563,0.0259,-40.50223485082,0.0432,23.1379,0.0344,-147.290,0.055,126.991,0.079,0,1.14589e+07,2.95453e+03,8.040509,6.14909e+06,1.05546e+04,8.379361,7.44404e+06,1.70561e+04,7.582398,0.796963,-3.03,0.17,5860.75,0.0420,0.0210,0.89,0.841
0.380960,123.39375,-31.735278,68978,08 13 34.5,-31 44 07,0.166,0.183,,-4.902,-4.815,,2.75,1.72,5966,0.05,GCS,Simbad,9aa,123.3937447250000,-31.7353837271000,0.001,0.001,0,5548164986925169024,123.39205718413,0.0170,-31.73473194865,0.0202,36.7689,0.0243,-333.344,0.038,151.383,0.038,0,4.47761e+07,7.64615e+03,6.560749,2.41665e+07,3.54336e+04,6.893355,2.85193e+07,7.28808e+04,6.124073,0.769283,51.78,0.14,5988.33,0.0820,0.0382,1.06,1.294
0.190346,126.251667,-74.912222,72234,08 25 00.4,-74 54 44,0.14,0.14,,-5.068,-5.068,,3.96,0.38,5718,-0.09,GCS,Simbad,9,126.2514870780000,-74.9121974585000,0.001,0.001,0,5219698773016727040,126.25185933527,0.0219,-74.91201907262,0.0259,15.4469,0.0235,22.505,0.043,41.432,0.044,0,2.99452e+07,6.04936e+03,6.997546,1.56131e+07,2.93112e+04,7.367664,1.98061e+07,7.56589e+04,6.519923,0.847741,45.23,0.15,5706.00,,,2.28,4.980
0.324248,130.072917,-71.877222,74698,08 40 17.5,-71 52 38,0.156,0.156,,-4.959,-4.959,,7.11,1.15,5896,0.15,GCS,Simbad,9,130.0730065630000,-71.8771363478000,0.001,0.001,0,5220639164696365312,130.07447548028,0.0245,-71.87687255258,0.0275,19.1779,0.0278,106.122,0.047,61.270,0.047,0,1.70416e+07,3.58244e+03,7.609587,9.00198e+06,1.09196e+04,7.965543,1.12119e+07,2.27999e+04,7.137724,0.827819,38.93,0.17,5763.50,0.3570,0.1780,1.36,1.831
0.440445,131.1,-57.769167,74957,08 44 24.0,-57 46 09,0.174,0.174,,-4.859,-4.859,,7.04,2.3,5879,-0.23,GCS,Simbad,9,131.1002059640000,-57.7691131289000,0.001,0.001,90,5302967365577746176,131.10072576317,0.0254,-57.76877764401,0.0276,20.5020,0.0301,64.388,0.059,77.920,0.049,0,1.24632e+07,3.74632e+03,7.949289,6.74097e+06,5.49908e+03,8.279582,8.00309e+06,9.76408e+03,7.503775,0.775807,-11.82,0.16,5898.50,0.0578,0.0255,1.03,1.163
0.292205,133.959167,-76.248611,77425,08 55 50.2,-76 14 55,0.159,0.159,,-4.943,-4.943,,10.16,1.87,5780,-0.18,GCS,Simbad,9,133.9591069530000,-76.2486909030000,0.001,0.001,0,5215664664854360064,133.95640357853,0.0254,-76.24895250181,0.0287,16.5095,0.0279,-149.251,0.049,-60.755,0.050,0,1.15061e+07,4.46551e+03,8.036044,6.13778e+06,9.51829e+03,8.381360,7.48252e+06,1.80378e+04,7.576801,0.804559,25.50,0.15,5795.00,0.3135,0.1480,1.28,1.665
0.467306,135.96375,-41.555278,77902,09 03 51.3,-41 33 19,0.132,0.132,,-5.132,-5.132,,2.56,0.45,5749,-0.03,GCS,Simbad,9,135.9636884830000,-41.5553993704000,0.001,0.001,0,5428312962450288512,135.96356995043,0.0283,-41.55543090754,0.0342,8.9895,0.0369,-20.601,0.059,-7.325,0.064,1,1.62642e+07,5.25703e+03,7.660282,8.61378e+06,1.04432e+04,8.013403,1.07211e+07,2.52823e+04,7.186321,0.827082,18.44,0.14,5772.00,,,2.82,7.951
0.564764,138.435833,-42.310278,79601,09 13 44.6,-42 18 37,0.179,0.179,,-4.848,-4.848,,8.06,2.36,6001,-0.52,GCS,Simbad,9,138.4359506380000,-42.3104085486000,0.001,0.001,0,5427700324013320832,138.43503268421,0.0230,-42.31065595177,0.0253,18.3705,0.0329,-157.665,0.047,-57.461,0.048,1,1.36059e+07,2.79534e+03,7.854046,7.37971e+06,1.32877e+04,8.181290,8.73904e+06,1.41739e+04,7.408261,0.773029,39.61,0.19,5837.40,0.0637,0.0320,1.23,1.587
0.141219,140.853333,-77.890556,82114,09 23 24.8,-77 53 26,0.141,0.146,,-5.062,-5.025,,5.66,1.52,5876,0.03,GCS,Simbad,99,140.8533768670000,-77.8905178673000,0.001,0.001,90,5203220564050715136,140.84823451591,0.0211,-77.88899302748,0.0223,19.9827,0.0234,-250.553,0.041,354.169,0.038,0,3.21212e+07,6.40920e+03,6.921388,1.71354e+07,2.86369e+04,7.266654,2.07468e+07,5.74696e+04,6.469540,0.797114,-16.11,0.17,5894.75,1.2150,0.6110,1.70,3.157
0.242171,142.997083,-28.226667,82561,09 31 59.3,-28 13 36,0.159,0.159,,-4.964,-4.964,,7.76,3.78,5583,-0.12,GCS,Simbad,9,142.9970997840000,-28.2266013760000,0.001,0.001,0,5633840341697866368,142.99691176498,0.0282,-28.22737415804,0.0319,21.6218,0.0436,-38.476,0.078,-179.485,0.080,0,9.51078e+06,3.10000e+03,8.242826,4.92616e+06,3.79075e+03,8.620118,6.46051e+06,9.39698e+03,7.736253,0.883865,-0.20,0.17,5595.00,0.0595,0.0403,0.96,0.814
0.464790,143.320417,-38.6375,82798,09 33 16.9,-38 38 15,0.143,0.143,,-5.048,-5.048,,4.34,0.56,5685,-0.1,GCS,Simbad,9,143.3202624780000,-38.6375458343000,0.001,0.001,0,5429841214890551680,143.31924085418,0.0205,-38.63727994038,0.0278,14.9932,0.0330,-185.341,0.044,61.756,0.055,0,2.79503e+07,5.30607e+03,7.072401,1.47027e+07,1.46534e+04,7.432894,1.85125e+07,1.94964e+04,6.593258,0.839636,40.58,0.15,5731.00,,,2.25,4.925
0.528835,145.834583,-29.803889,84273,09 43 20.3,-29 48 14,0.33,0.33,,-4.429,-4.429,,5.76,4.41,5754,-0.28,GCS,Simbad,9,145.8344833020000,-29.8040077225000,0.002,0.001,0,5632522783170253440,145.83400099134,0.0290,-29.80386076224,0.0379,22.1070,0.0459,-97.203,0.077,34.133,0.102,0,9.54644e+06,3.67892e+03,8.238762,5.07769e+06,5.27952e+03,8.587224,6.31951e+06,4.57962e+03,7.760211,0.827013,11.15,0.26,5623.48,0.0310,0.0130,0.93,0.780
0.475932,146.555417,-40.635556,84742,09 46 13.3,-40 38 08,0.162,0.162,,-4.936,-4.936,,4.73,2.95,6005,-0.16,GCS,Simbad,9b,146.5555614150000,-40.6356299412000,0.001,0.001,0,5431458355979040000,146.55608032957,0.0201,-40.63513396574,0.0226,20.4629,0.0286,91.460,0.043,115.195,0.045,0,1.44516e+07,3.06130e+03,7.788573,7.97218e+06,5.90159e+03,8.097446,9.13459e+06,9.60891e+03,7.360198,0.737248,-0.08,0.18,6003.50,0.0753,0.0397,1.07,1.348
4.764980,146.555417,-40.635556,84742,09 46 13.3,-40 38 08,0.162,0.162,,-4.936,-4.936,,4.73,2.95,6005,-0.16,GCS,Simbad,9b,146.5538187410000,-40.6350260234000,0.004,0.003,90,5431458355979039744,146.55378970774,0.0951,-40.63503228675,0.0880,0.3328,0.1265,-5.117,0.239,-1.455,0.200,0,1.89381e+03,7.29518e+00,17.495024,2.42286e+03,1.39946e+02,16.890566,3.16414e+03,1.29597e+02,16.011282,0.879284,,,,,,,
0.417833,150.024583,-36.043333,86819,10 00 05.9,-36 02 36,0.159,0.159,,-4.95,-4.95,,5.38,1.45,6022,0.06,GCS,Simbad,9,150.0246575000000,-36.0432337916000,0.001,0.000,0,5434450024036320768,150.02349246490,0.0177,-36.04297760916,0.0225,21.0348,0.0305,-218.791,0.031,59.502,0.050,1,2.44113e+07,2.66352e+03,7.219389,1.33662e+07,7.74310e+03,7.536365,1.54844e+07,1.61820e+04,6.787183,0.749181,3.08,0.13,5958.25,0.3187,0.1500,1.38,2.159
0.228091,150.905833,-29.043333,87320,10 03 37.4,-29 02 36,0.174,0.174,,-4.872,-4.872,,8.93,3.31,5704,-0.13,GCS,Simbad,9,150.9057607250000,-29.0433376660000,0.001,0.001,90,5465421617320589184,150.90459409549,0.0305,-29.04321648906,0.0390,22.0186,0.0430,-236.887,0.076,28.145,0.073,0,1.26841e+07,3.97234e+03,7.930219,6.64167e+06,1.22806e+04,8.295694,8.47162e+06,1.83233e+04,7.442004,0.853691,86.95,0.19,5678.50,0.1803,0.0880,1.05,1.040
0.610184,160.90125,-39.058333,92987,10 43 36.3,-39 03 30,0.158,0.158,,-4.949,-4.949,,7.49,1.06,5848,0.12,GCS,Simbad,9,160.9011551080000,-39.0584856412000,0.001,0.001,0,5394489064197253376,160.90124074306,0.0238,-39.05838567517,0.0248,22.9417,0.0347,15.444,0.041,23.218,0.046,0,3.39936e+07,5.22043e+03,6.859872,1.80995e+07,1.85813e+04,7.207222,2.21037e+07,6.81694e+04,6.400756,0.806465,4.53,0.15,5807.67,0.6937,0.3500,1.58,2.546
0.325949,161.562917,-41.464444,93385,10 46 15.1,-41 27 52,0.158,0.158,,-4.987,-4.987,,2.06,1.51,6157,-0.02,GCS,Simbad,9,161.5629834160000,-41.4643683645000,0.001,0.001,90,5391813299572883456,161.56270649315,0.0216,-41.46460399692,0.0214,23.0405,0.0342,-48.197,0.045,-54.727,0.043,1,2.18912e+07,3.15276e+03,7.337691,1.19108e+07,8.69674e+03,7.661533,1.39771e+07,1.39385e+04,6.898381,0.763152,47.52,0.14,5977.00,0.0695,0.0390,1.18,1.612
0.262894,162.252083,-31.059167,93745,10 49 00.5,-31 03 33,0.142,0.159,,-5.063,-4.943,,5.03,1.32,6001,0.21,GCS,Simbad,9aajj,162.2521643030000,-31.0591450438000,0.001,0.001,0,5451451119499169152,162.25306393667,0.0263,-31.05954757515,0.0325,16.9370,0.0551,178.990,0.063,-93.489,0.074,1,2.20746e+07,3.60472e+03,7.328634,1.19893e+07,9.17671e+03,7.654403,1.40536e+07,2.54205e+04,6.892453,0.761951,38.00,0.18,5974.00,0.9493,0.5228,1.62,3.009
0.446226,163.545833,-37.264167,94527,10 54 11.0,-37 15 51,0.235,0.235,,-4.68,-4.68,,5.45,4.15,5552,-0.22,GCS,Simbad,9,163.5459017390000,-37.2642782263000,0.001,0.001,0,5394967832790881536,163.54621880032,0.0228,-37.26491414249,0.0247,25.5531,0.0362,58.606,0.040,-147.696,0.047,1,9.63718e+06,2.94510e+03,8.228491,4.95541e+06,3.09671e+03,8.613690,6.57778e+06,5.73218e+03,7.716722,0.896968,2.80,0.17,5537.67,0.0447,0.0305,0.84,0.594
0.119595,169.39625,-38.380833,98222,11 17 35.1,-38 22 51,0.188,0.188,,-4.805,-4.805,,4.47,3.3,5779,0.0,GCS,Simbad,9,169.3962913750000,-38.3808258118000,0.001,0.001,90,5396270410472769792,169.39488493542,0.0317,-38.38071980533,0.0298,21.8441,0.0444,-256.064,0.053,24.623,0.051,1,1.18401e+07,2.84294e+03,8.004980,6.24033e+06,4.93068e+03,8.363369,7.83320e+06,6.82428e+03,7.527072,0.836297,27.04,0.14,5744.75,0.0677,0.0362,1.00,0.982
0.321186,173.48625,-48.819167,100555,11 33 56.7,-48 49 09,0.197,0.197,,-4.793,-4.793,,5.73,4.05,5615,-0.06,GCS,Simbad,9b,173.4861564250000,-48.8192315271000,0.001,0.001,90,5370497853621034368,173.48437149333,0.0244,-48.81975256705,0.0231,25.4577,0.0367,-272.963,0.054,-121.012,0.048,0,1.21383e+07,3.38647e+03,7.977972,6.25667e+06,5.31770e+03,8.360531,8.21689e+06,7.56186e+03,7.475151,0.885380,19.22,0.15,5597.00,0.0530,0.0240,0.92,0.749
0.367091,175.12125,-64.464167,101530,11 40 29.1,-64 27 51,0.194,0.194,,-4.767,-4.767,,2.94,2.36,5947,-0.18,GCS,Simbad,9,175.1212147020000,-64.4642678281000,0.001,0.001,90,5332679811920308864,175.12190406893,0.0272,-64.46433483142,0.0273,21.9391,0.0314,69.020,0.053,-15.562,0.052,0,1.28541e+07,3.50617e+03,7.915763,6.92547e+06,1.27741e+04,8.250264,8.29837e+06,1.00089e+04,7.464438,0.785826,-9.59,0.22,5853.75,0.0680,0.0337,1.00,1.050
0.298021,176.383333,-71.245,102238,11 45 32.0,-71 14 42,0.174,0.174,,-4.876,-4.876,,8.04,4.02,5711,0.07,GCS,Simbad,9,176.3832339270000,-71.2449235903000,0.001,0.001,90,5233499529433063552,176.38283858892,0.0315,-71.24512263367,0.0333,20.6477,0.0394,-29.522,0.061,-46.229,0.054,0,1.40340e+07,3.47103e+03,7.820416,7.37941e+06,8.14048e+03,8.181335,9.28308e+06,1.75478e+04,7.342691,0.838644,10.08,0.17,5762.50,0.1720,0.0850,1.14,1.301
0.389206,180.014167,-46.784167,104212,12 00 03.4,-46 47 03,0.152,0.152,,-5.034,-5.034,,2.15,1.41,6237,0.22,GCS,Simbad,9,180.0140127010000,-46.7841899179000,0.001,0.001,90,6143267507890296576,180.01283866704,0.0336,-46.78457587832,0.0286,12.9423,0.0424,-186.716,0.061,-89.641,0.046,0,9.76891e+06,3.75933e+03,8.213751,5.21479e+06,5.51862e+03,8.558296,6.38773e+06,6.73478e+03,7.748553,0.809743,65.56,0.19,5808.25,0.4950,0.2637,1.50,2.299
0.452726,183.8275,-63.425,106506,12 15 18.6,-63 25 30,0.774,0.774,,-3.943,-3.943,,3.53,0.62,5998,-0.03,GCS,Simbad,9,183.8273066330000,-63.4250912771000,0.001,0.001,90,6054163296087784960,183.82694411145,0.0285,-63.42513288725,0.0291,9.3123,0.0372,-37.668,0.055,-9.664,0.051,1,9.23327e+06,1.18583e+04,8.274977,4.88982e+06,2.14615e+04,8.628157,6.08537e+06,2.22198e+04,7.801203,0.826954,,,5777.50,1.3070,0.6557,2.05,4.205
0.495951,184.159167,-63.197778,106742,12 16 38.2,-63 11 52,0.129,0.129,,-5.38,-5.38,,1.62,0.41,6418,0.46,GCS,Simbad,9,184.1592800260000,-63.1979059906000,0.001,0.001,90,6054216931644194304,184.15789159570,0.0257,-63.19787874665,0.0240,14.5097,0.0330,-145.407,0.046,6.329,0.041,0,3.51955e+07,5.72161e+03,6.822147,1.91622e+07,2.50329e+04,7.145273,2.22164e+07,3.66950e+04,6.395238,0.750035,-9.93,0.16,6026.67,,,2.34,6.524
0.180271,184.725417,-40.127778,107076,12 18 54.1,-40 07 40,0.2,0.2,,-4.745,-4.745,,2.43,1.99,5935,0.0,GCS,Simbad,9,184.7254369530000,-40.1278256948000,0.001,0.000,90,6150033872386219392,184.72604737386,0.0303,-40.12809805596,0.0165,23.0952,0.0402,108.403,0.054,-63.258,0.025,1,1.44798e+07,2.66801e+03,7.786459,7.83457e+06,6.05525e+03,8.116351,9.34947e+06,9.02290e+03,7.334952,0.781399,1.10,0.12,5860.75,0.0602,0.0130,1.00,1.067
0.607571,185.019583,-37.803611,107263,12 20 04.7,-37 48 13,0.168,0.168,,-4.927,-4.927,,3.57,0.89,6213,0.01,GCS,Simbad,9,185.0197358530000,-37.8034931130000,0.001,0.001,90,6151637853690912896,185.01888993182,0.0373,-37.80401473551,0.0357,15.2911,0.0471,-155.236,0.065,-121.150,0.050,1,1.83981e+07,3.31948e+03,7.526434,1.02503e+07,7.02636e+03,7.824551,1.15017e+07,1.57924e+04,7.110019,0.714532,13.48,0.16,6099.60,0.4840,0.2623,1.57,3.063
