angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,Star,Nobs,Smin,Smax,Smean,e_Smean,sdS,Wmin,Wmean,Date1,Date2,SName,RAJ2000,DEJ2000,rPos,Bmag,Vmag,ASCC,HIP
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,5,0.1324,0.1411,0.1358,0.0034,2.51,0.0,0.0,1966-09-01,1966-10-26,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,10,0.1294,0.141,0.1358,0.004,2.97,0.0,0.0,1967-08-20,1967-12-11,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,18,0.1278,0.1403,0.1336,0.0033,2.48,0.0,0.0,1968-09-07,1969-02-03,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,12,0.13,0.1359,0.1327,0.0021,1.59,0.0,0.0,1969-08-21,1969-12-18,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,11,0.1284,0.1376,0.1331,0.0028,2.12,0.0,0.0,1970-09-14,1971-01-11,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,10,0.1268,0.1345,0.1318,0.0025,1.86,0.0,0.0,1971-09-05,1971-12-29,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,13,0.1299,0.141,0.135,0.0034,2.51,0.0,0.0,1972-09-29,1973-01-22,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,7,0.1328,0.1358,0.1345,0.0012,0.88,0.0,0.0,1973-09-17,1974-01-14,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,13,0.129,0.1408,0.1345,0.0041,3.08,0.0,0.0,1974-08-23,1975-01-28,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,17,0.1281,0.1392,0.1329,0.0036,2.72,0.0,0.0,1975-08-22,1976-01-17,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,14,0.1269,0.1396,0.1323,0.0036,2.72,0.0,0.0,1976-09-03,1977-02-02,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,5,0.1203,0.1375,0.1287,0.0068,5.26,8558.9,12216.5,1977-09-28,1977-12-04,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,9,0.1238,0.1326,0.1294,0.0025,1.96,9300.9,16518.0,1978-08-22,1979-01-29,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,13,0.1271,0.1384,0.1304,0.0032,2.45,8556.4,8939.3,1979-10-26,1979-12-18,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,184,0.1178,0.1337,0.1247,0.0027,2.19,1624.6,3259.3,1980-07-03,1980-11-23,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,54,0.1056,0.1435,0.1266,0.0053,4.15,288.4,2648.3,1981-08-11,1982-01-17,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.697680,32.8378277984000,8.5698051648800,0.003,0.002,90,2521857809546128896,32.83721420661,0.1221,8.56931861866,0.0842,24.3716,0.1475,-140.922,0.167,-113.005,0.160,0,1.21328e+08,1.92247e+05,5.478463,6.62621e+07,1.85317e+05,5.798225,7.37043e+07,3.15420e+05,5.093188,0.705037,-18.92,0.18,6140.50,,,2.49,7.944,HD  13421,159,0.1173,0.1373,0.1278,0.0039,3.07,1061.6,2763.8,1982-08-11,1983-02-10,HD 13421,32.8382,8.5701,A,6.201,5.628,1004678,10212
1.689905,32.8426097479000,-10.0521609294000,0.003,0.002,90,2461844678195795968,32.84248826631,0.0743,-10.05289624576,0.0585,20.0124,0.0795,-27.782,0.171,-170.782,0.123,0,8.29599e+07,5.59309e+04,5.891195,4.91221e+07,1.02630e+05,6.123196,4.81157e+07,1.03636e+05,5.556204,0.566992,14.76,0.18,6700.00,1.1640,0.5810,2.10,8.014,HD  13456,3,0.21,0.2153,0.2126,0.0027,1.25,2325.0,2367.3,1982-08-12,1982-08-12,HD 13456,32.8427,-10.0517,A,6.417,5.998,1348203,10215
0.701083,33.0928357607000,30.3030665128000,0.005,0.004,90,300312157810876544,33.09251132270,0.1453,30.30281424344,0.1225,11.7774,0.1569,-65.058,0.302,-58.592,0.247,0,2.16936e+08,6.98557e+05,4.847538,9.66712e+07,6.44905e+05,5.388145,1.56814e+08,1.53754e+06,4.273461,1.114685,,,4963.00,,,11.22,68.763,HD  13480,1,0.4134,0.4134,0.4134,0.0,0.0,7971.4,7971.4,1979-11-27,1979-11-27,HD 13480,33.093,30.3032,A,6.009,5.15,555366,10280
3.231542,33.0939952694000,30.3034596364000,0.008,0.007,90,300312157810876160,33.09369356812,0.2209,30.30321273966,0.2460,11.5296,0.2618,-60.498,0.498,-57.344,0.478,0,4.30090e+07,2.58895e+04,6.604466,2.53818e+07,1.26157e+05,6.840080,2.62640e+07,4.55573e+05,6.213518,0.626563,,,6761.00,,,2.58,12.521,HD  13480,1,0.4134,0.4134,0.4134,0.0,0.0,7971.4,7971.4,1979-11-27,1979-11-27,HD 13480,33.093,30.3032,A,6.009,5.15,555366,10280
0.302968,33.3055091635000,44.2316466495000,0.006,0.005,90,351761949008224512,33.30539458413,0.2150,44.23159352444,0.1679,5.2634,0.2576,-19.068,0.379,-12.339,0.352,0,3.91809e+08,1.51776e+06,4.205680,1.23856e+08,3.76485e+05,5.119100,3.36555e+08,1.62856e+06,3.444280,1.674820,-50.11,3.00,4044.08,0.6825,0.3237,61.36,907.304,HD  13520,2,0.2177,0.2242,0.221,0.0046,2.08,2979.5,3002.4,1980-08-29,1980-08-29,HD 13520,33.3056,44.2317,A,6.375,4.834,381869,10340
3.341185,33.4014201748000,51.0657839525000,0.003,0.003,90,358813838633178368,33.40377976355,0.0786,51.06507418832,0.0837,17.8901,0.0943,344.397,0.182,-164.853,0.181,0,1.85434e+08,3.66991e+05,5.017894,8.34739e+07,1.72065e+05,5.547512,1.32915e+08,2.96354e+05,4.452986,1.094526,27.94,0.73,5011.00,,,6.66,25.206,HD  13530,1,0.1176,0.1176,0.1176,0.0,0.0,8610.1,8610.1,1979-11-27,1979-11-27,HD 13530,33.4001,51.0662,A,6.23,5.295,237131,10366
4.100356,33.9218690260000,67.6739012276000,0.025,0.021,0,520377795203873664,33.92187249446,0.6527,67.67389353098,0.7905,0.8584,1.0401,0.306,1.350,-1.788,1.626,0,1.29967e+02,1.37274e+00,20.403780,2.58911e+02,4.40625e+01,19.318512,3.05899e+02,3.87832e+01,18.547976,0.770536,,,,,,,,HD  13579,3,0.3141,0.3526,0.3333,0.0193,5.78,1145.4,2051.8,1978-08-30,1978-10-25,HD 13579,33.924,67.6731,A,8.114,7.188,69977,10531
1.641986,33.9418728183000,25.7829363779000,0.003,0.003,90,106051542927008128,33.94271948240,0.0949,25.78265783251,0.0907,24.1949,0.1121,177.067,0.193,-64.694,0.173,0,1.02418e+08,1.26031e+05,5.662421,5.94440e+07,1.36676e+05,5.916118,5.95073e+07,3.22989e+05,5.325494,0.590624,26.05,0.16,6499.50,1.0435,0.5290,2.05,6.768,HD  13871,1,0.17,0.17,0.17,0.0,0.0,8309.3,8309.3,1979-11-26,1979-11-26,HD 13871,33.9414,25.7831,A,6.247,5.785,653502,10540
3.752934,34.6024691360000,56.5598432330000,0.005,0.005,0,458319228639270016,34.60512940401,0.1011,56.55892810688,0.1296,31.3169,0.1569,340.486,0.299,-212.552,0.353,0,1.17249e+07,2.80053e+03,8.015594,5.48308e+06,4.58364e+03,8.503827,8.74460e+06,9.10080e+03,7.407570,1.096257,-1.08,1.66,5071.90,0.3010,0.1510,0.93,0.514,HD  14039,3,0.1403,0.1808,0.1592,0.0204,12.8,737.0,1067.6,1978-08-30,1978-10-25,HD 14039,34.601,56.5605,A,9.185,8.256,169020,
4.281226,34.6008257604000,56.5593146531000,0.002,0.002,0,458319228639270400,34.60334175919,0.0353,56.55838414903,0.0495,32.3440,0.0667,322.026,0.115,-216.123,0.138,0,2.75344e+05,1.66204e+02,12.088677,8.39820e+04,1.33178e+04,13.040923,3.66428e+05,1.42618e+04,10.851947,2.188976,,,3795.60,,,,,HD  14039,3,0.1403,0.1808,0.1592,0.0204,12.8,737.0,1067.6,1978-08-30,1978-10-25,HD 14039,34.601,56.5605,A,9.185,8.256,169020,
3.752934,34.6024691360000,56.5598432330000,0.005,0.005,0,458319228639270016,34.60512940401,0.1011,56.55892810688,0.1296,31.3169,0.1569,340.486,0.299,-212.552,0.353,0,1.17249e+07,2.80053e+03,8.015594,5.48308e+06,4.58364e+03,8.503827,8.74460e+06,9.10080e+03,7.407570,1.096257,-1.08,1.66,5071.90,0.3010,0.1510,0.93,0.514,HD  14039,1,0.1725,0.1725,0.1725,0.0,0.0,788.7,788.7,1979-10-24,1979-10-24,HD 14039,34.601,56.5605,A,9.185,8.256,169020,
4.281226,34.6008257604000,56.5593146531000,0.002,0.002,0,458319228639270400,34.60334175919,0.0353,56.55838414903,0.0495,32.3440,0.0667,322.026,0.115,-216.123,0.138,0,2.75344e+05,1.66204e+02,12.088677,8.39820e+04,1.33178e+04,13.040923,3.66428e+05,1.42618e+04,10.851947,2.188976,,,3795.60,,,,,HD  14039,1,0.1725,0.1725,0.1725,0.0,0.0,788.7,788.7,1979-10-24,1979-10-24,HD 14039,34.601,56.5605,A,9.185,8.256,169020,
1.092454,34.2460134084000,-6.4221170583700,0.004,0.003,90,2487740376053070592,34.24641290931,0.1149,-6.42257846080,0.1008,10.2650,0.1255,92.205,0.253,-107.164,0.190,0,1.53191e+08,3.38974e+05,5.225283,6.91905e+07,1.52267e+05,5.751272,1.11672e+08,3.55525e+05,4.642061,1.109211,14.56,0.13,4975.00,,,10.75,63.747,HD  14129,1,0.1044,0.1044,0.1044,0.0,0.0,5024.5,5024.5,1979-11-27,1979-11-27,HD 14129,34.2458,-6.4219,A,6.461,5.499,1268245,10642
0.169894,35.5893117396000,55.8456532696000,0.004,0.003,90,457487413730043904,35.58931461159,0.0786,55.84564552818,0.0932,0.7603,0.1139,0.374,0.230,-1.798,0.205,1,1.84207e+08,3.57034e+05,5.025103,1.04964e+08,3.17989e+05,5.298791,1.05553e+08,3.49711e+05,4.703244,0.595547,,,6450.67,,,88.91,12330.860,HD  14489,3,0.4049,0.4198,0.41,0.0085,2.06,4516.7,16447.7,1980-08-18,1980-08-18,HD 14489,35.5893,55.8457,A,5.539,5.195,169557,11060
0.404470,36.4059419881000,50.2786337447000,0.007,0.006,90,451517958938598784,36.40609289770,0.1956,50.27856645975,0.1667,7.4603,0.2285,22.399,0.480,-15.628,0.356,0,4.53292e+08,1.08189e+06,4.047422,1.38438e+08,2.13030e+05,4.998251,4.01836e+08,1.38954e+06,3.251799,1.746452,,,3940.00,0.3857,0.2520,50.70,558.069,HD  14872,2,0.2158,0.2174,0.2166,0.0011,0.52,2927.2,2942.3,1980-08-29,1980-08-29,HD 14872,36.4058,50.2787,A,6.276,4.721,238199,11313
0.910432,37.6348055448000,25.2350285714000,0.005,0.004,90,102394910850317952,37.63510690050,0.1782,25.23470323328,0.1410,18.3024,0.1923,63.313,0.352,-75.562,0.263,0,9.23234e+07,6.58364e+04,5.775086,5.42607e+07,1.52926e+05,6.015175,5.36149e+07,1.57649e+05,5.438706,0.576469,,,6519.19,,,2.56,10.661,HD  15524,1,0.2403,0.2403,0.2403,0.0,0.0,8464.8,8464.8,1979-11-26,1979-11-26,HD 15524,37.6346,25.2352,A,6.313,5.885,654208,11670
0.889302,37.7266547720000,17.7038585450000,0.004,0.003,90,82712106524911104,37.72680741636,0.1175,17.70350156127,0.0858,11.6403,0.1172,33.774,0.240,-82.912,0.177,0,7.93595e+07,4.93693e+04,5.939369,3.60607e+07,8.12143e+04,6.458803,5.95219e+07,2.22410e+05,5.325227,1.133576,-112.36,2.49,4913.90,,,7.04,26.049,HD  15596,1,0.1206,0.1206,0.1206,0.0,0.0,4880.8,4880.8,1979-11-29,1979-11-29,HD 15596,37.7266,17.7041,A,7.133,6.226,834394,11698
4.177791,38.8330385765000,-3.5606030101900,0.001,0.001,90,2495335115182966016,38.83236742985,0.0470,-3.56248874896,0.0396,26.4360,0.0580,-155.582,0.074,-437.987,0.074,0,4.09500e+07,1.11253e+04,6.657732,2.15116e+07,4.33752e+04,7.019707,2.67522e+07,1.53930e+05,6.193520,0.826187,-50.99,0.13,5733.67,0.4950,0.2860,1.54,2.321,HD  16141,1,0.1452,0.1452,0.1452,0.0,0.0,2724.5,2724.5,1979-11-15,1979-11-15,HD 16141,38.8334,-3.5595,A,7.497,6.817,1189899,12048
0.267613,38.9686374966000,5.5932593010800,0.008,0.007,90,18118925129052544,38.96852219489,0.3149,5.59314445278,0.2663,8.5202,0.3710,-26.652,0.539,-26.674,0.466,0,2.77397e+08,1.50085e+06,4.580613,1.24964e+08,4.78339e+05,5.109423,1.90805e+08,7.72382e+05,4.060443,1.048980,3.48,2.03,5164.33,,,15.87,161.432,HD  16161,1,0.1114,0.1114,0.1114,0.0,0.0,5044.6,5044.6,1979-11-28,1979-11-28,HD 16161,38.9687,5.5933,A,5.748,4.869,1005589,12093
2.022612,39.2382891260000,38.7335875908000,0.003,0.002,90,334583763451398528,39.23907226911,0.0980,38.73286028921,0.0513,18.3499,0.0787,141.887,0.171,-168.922,0.103,0,9.22318e+07,9.02426e+04,5.776165,5.23164e+07,1.81522e+05,6.054793,5.59030e+07,2.26502e+05,5.393332,0.661461,-0.65,0.52,6239.67,1.0962,0.5368,2.79,10.628,HD  16176,1,0.1913,0.1913,0.1913,0.0,0.0,8325.3,8325.3,1979-11-26,1979-11-26,HD 16176,39.2378,38.734,A,6.414,5.907,463868,12181
0.157784,39.2055881919000,10.5387577366000,0.001,0.001,90,24899746481047552,39.20559783016,0.0449,10.53873756701,0.0397,2.8134,0.0499,2.201,0.093,-4.685,0.088,0,4.28722e+06,2.20851e+03,9.107927,2.50918e+06,5.15017e+03,9.352559,2.55758e+06,1.46411e+03,8.742348,0.610211,,,6459.36,1.5167,0.7580,3.66,20.958,HD  16260,1,0.1955,0.1955,0.1955,0.0,0.0,4189.3,4189.3,1978-11-14,1978-11-14,HD 16260,39.2056,10.5388,A,9.641,9.246,918386,
0.157784,39.2055881919000,10.5387577366000,0.001,0.001,90,24899746481047552,39.20559783016,0.0449,10.53873756701,0.0397,2.8134,0.0499,2.201,0.093,-4.685,0.088,0,4.28722e+06,2.20851e+03,9.107927,2.50918e+06,5.15017e+03,9.352559,2.55758e+06,1.46411e+03,8.742348,0.610211,,,6459.36,1.5167,0.7580,3.66,20.958,HD  16260,1,0.238,0.238,0.238,0.0,0.0,8196.2,8196.2,1979-11-14,1979-11-14,HD 16260,39.2056,10.5388,A,9.641,9.246,918386,
0.438039,39.5742927364000,37.7267127774000,0.002,0.001,90,333729545995783168,39.57409156578,0.0526,37.72651978074,0.0435,12.4701,0.0731,-36.955,0.125,-44.825,0.094,0,7.04457e+07,3.73024e+04,6.068730,4.04907e+07,6.12448e+04,6.333000,4.20077e+07,1.08305e+05,5.703597,0.629404,,,6425.23,,,3.38,17.533,HD  16327,1,0.2358,0.2358,0.2358,0.0,0.0,8206.7,8206.7,1979-11-26,1979-11-26,HD 16327,39.5744,37.7268,A,6.67,6.18,463967,12287
0.862293,39.5031116077000,7.6952842515200,0.007,0.007,90,19757227518759424,39.50350667713,0.2200,7.69509578127,0.1960,13.0554,0.2536,90.931,0.473,-43.774,0.435,0,5.83274e+07,2.35517e+04,6.273685,3.39636e+07,1.12430e+05,6.523855,3.40760e+07,1.02849e+05,5.930797,0.593058,22.45,2.40,6519.00,,,2.85,13.237,HD  16399,1,0.2483,0.2483,0.2483,0.0,0.0,8335.4,8335.4,1979-11-25,1979-11-25,HD 16399,39.5029,7.6954,A,6.835,6.384,1005651,12272
0.345371,40.0653821874000,6.1119497447200,0.002,0.001,90,18262823713408000,40.06559573232,0.0812,6.11194481606,0.0440,25.2402,0.0706,49.316,0.123,-1.145,0.090,0,6.59670e+07,3.62411e+04,6.140049,3.92212e+07,9.14683e+04,6.367585,3.77872e+07,1.34312e+05,5.818558,0.549027,19.03,0.61,6665.50,0.3780,0.1767,1.50,4.005,HD  16647,1,0.2188,0.2188,0.2188,0.0,0.0,8457.9,8457.9,1979-11-25,1979-11-25,HD 16647,40.0653,6.112,A,6.664,6.251,1005706,12447
1.359069,40.0517588593000,-9.4528711221300,0.006,0.006,90,5173902189571919872,40.05115667284,0.2298,-9.45321100644,0.1857,45.6099,0.2451,-137.964,0.416,-78.941,0.359,0,1.03772e+08,1.41815e+05,5.648168,5.75701e+07,4.65365e+05,5.950895,6.31826e+07,2.75151e+05,5.260427,0.690469,-8.50,3.39,6237.00,0.0920,0.0452,1.19,1.936,HD  16673,3,0.206,0.2094,0.2079,0.0017,0.84,0.0,0.0,1966-09-03,1966-09-23,HD 16673,40.0521,-9.4527,A,6.317,5.789,1269017,12444
1.359069,40.0517588593000,-9.4528711221300,0.006,0.006,90,5173902189571919872,40.05115667284,0.2298,-9.45321100644,0.1857,45.6099,0.2451,-137.964,0.416,-78.941,0.359,0,1.03772e+08,1.41815e+05,5.648168,5.75701e+07,4.65365e+05,5.950895,6.31826e+07,2.75151e+05,5.260427,0.690469,-8.50,3.39,6237.00,0.0920,0.0452,1.19,1.936,HD  16673,5,0.2207,0.238,0.2296,0.0062,2.68,0.0,0.0,1967-10-23,1967-12-11,HD 16673,40.0521,-9.4527,A,6.317,5.789,1269017,12444
1.359069,40.0517588593000,-9.4528711221300,0.006,0.006,90,5173902189571919872,40.05115667284,0.2298,-9.45321100644,0.1857,45.6099,0.2451,-137.964,0.416,-78.941,0.359,0,1.03772e+08,1.41815e+05,5.648168,5.75701e+07,4.65365e+05,5.950895,6.31826e+07,2.75151e+05,5.260427,0.690469,-8.50,3.39,6237.00,0.0920,0.0452,1.19,1.936,HD  16673,8,0.2093,0.2234,0.2188,0.0052,2.4,0.0,0.0,1968-09-06,1968-11-10,HD 16673,40.0521,-9.4527,A,6.317,5.789,1269017,12444
1.359069,40.0517588593000,-9.4528711221300,0.006,0.006,90,5173902189571919872,40.05115667284,0.2298,-9.45321100644,0.1857,45.6099,0.2451,-137.964,0.416,-78.941,0.359,0,1.03772e+08,1.41815e+05,5.648168,5.75701e+07,4.65365e+05,5.950895,6.31826e+07,2.75151e+05,5.260427,0.690469,-8.50,3.39,6237.00,0.0920,0.0452,1.19,1.936,HD  16673,11,0.2021,0.2215,0.2124,0.0062,2.9,0.0,0.0,1969-08-21,1969-12-15,HD 16673,40.0521,-9.4527,A,6.317,5.789,1269017,12444
1.359069,40.0517588593000,-9.4528711221300,0.006,0.006,90,5173902189571919872,40.05115667284,0.2298,-9.45321100644,0.1857,45.6099,0.2451,-137.964,0.416,-78.941,0.359,0,1.03772e+08,1.41815e+05,5.648168,5.75701e+07,4.65365e+05,5.950895,6.31826e+07,2.75151e+05,5.260427,0.690469,-8.50,3.39,6237.00,0.0920,0.0452,1.19,1.936,HD  16673,10,0.2204,0.243,0.2317,0.0082,3.54,0.0,0.0,1970-09-14,1971-01-11,HD 16673,40.0521,-9.4527,A,6.317,5.789,1269017,12444
1.359069,40.0517588593000,-9.4528711221300,0.006,0.006,90,5173902189571919872,40.05115667284,0.2298,-9.45321100644,0.1857,45.6099,0.2451,-137.964,0.416,-78.941,0.359,0,1.03772e+08,1.41815e+05,5.648168,5.75701e+07,4.65365e+05,5.950895,6.31826e+07,2.75151e+05,5.260427,0.690469,-8.50,3.39,6237.00,0.0920,0.0452,1.19,1.936,HD  16673,11,0.2076,0.2339,0.2229,0.0083,3.74,0.0,0.0,1971-09-05,1971-12-29,HD 16673,40.0521,-9.4527,A,6.317,5.789,1269017,12444
1.359069,40.0517588593000,-9.4528711221300,0.006,0.006,90,5173902189571919872,40.05115667284,0.2298,-9.45321100644,0.1857,45.6099,0.2451,-137.964,0.416,-78.941,0.359,0,1.03772e+08,1.41815e+05,5.648168,5.75701e+07,4.65365e+05,5.950895,6.31826e+07,2.75151e+05,5.260427,0.690469,-8.50,3.39,6237.00,0.0920,0.0452,1.19,1.936,HD  16673,15,0.2067,0.2243,0.2143,0.0054,2.51,0.0,0.0,1972-08-25,1973-01-21,HD 16673,40.0521,-9.4527,A,6.317,5.789,1269017,12444
1.359069,40.0517588593000,-9.4528711221300,0.006,0.006,90,5173902189571919872,40.05115667284,0.2298,-9.45321100644,0.1857,45.6099,0.2451,-137.964,0.416,-78.941,0.359,0,1.03772e+08,1.41815e+05,5.648168,5.75701e+07,4.65365e+05,5.950895,6.31826e+07,2.75151e+05,5.260427,0.690469,-8.50,3.39,6237.00,0.0920,0.0452,1.19,1.936,HD  16673,12,0.2178,0.2308,0.2249,0.0043,1.93,0.0,0.0,1973-08-17,1974-01-14,HD 16673,40.0521,-9.4527,A,6.317,5.789,1269017,12444
1.359069,40.0517588593000,-9.4528711221300,0.006,0.006,90,5173902189571919872,40.05115667284,0.2298,-9.45321100644,0.1857,45.6099,0.2451,-137.964,0.416,-78.941,0.359,0,1.03772e+08,1.41815e+05,5.648168,5.75701e+07,4.65365e+05,5.950895,6.31826e+07,2.75151e+05,5.260427,0.690469,-8.50,3.39,6237.00,0.0920,0.0452,1.19,1.936,HD  16673,13,0.2024,0.2218,0.2144,0.0053,2.48,0.0,0.0,1974-08-23,1975-01-26,HD 16673,40.0521,-9.4527,A,6.317,5.789,1269017,12444
