angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,SPOCS,Name,Teff,logg,[M/H],S,logRhk,Vbr,Vsini,Vmac,Vrad,SNR,Crms,Lrms,N,[Fe/H],RAJ2000,DEJ2000,Vmag,Dist,logL,Rstar,Mstar,Miso,logg2,Age,CCat,Simbad
0.479298,91.1184980369000,-45.0366027767000,0.001,0.001,0,5567900121118276736,91.11799581223,0.0174,-45.03554332316,0.0208,36.8071,0.0193,-82.428,0.035,246.067,0.042,0,6.25378e+07,3.47841e+04,6.198010,3.51062e+07,1.01934e+05,6.487927,3.85157e+07,2.40107e+05,5.797825,0.690102,27.42,0.27,6171.33,0.1570,0.0755,1.17,1.794,91.118333,-45.036667,2660,HD 41700,6180,4.37,0.01,0.33,-4.39,19.9,16.1,6.0,26.5,275,0.01,0.01,1,0.07,06 04 28.4,-45 02 12,6.35,26.57,0.22,1.12,1.07,1.17,4.4,1.1,1,Simbad
0.544043,91.5240223521000,69.4762281351000,0.005,0.005,90,1107146846976017152,91.52199466764,0.1052,69.47587306580,0.1416,31.8596,0.1631,-165.113,0.322,-82.471,0.317,0,1.11745e+07,4.66535e+03,8.067791,5.49688e+06,6.92497e+03,8.501098,7.98109e+06,1.00932e+04,7.506764,0.994333,-11.11,0.22,5260.23,0.0387,0.0178,0.81,0.458,91.52375,69.476111,2661,HD 40647,5314,4.53,-0.11,0.38,-4.48,3.8,3.0,2.2,-13.9,315,0.01,0.01,1,-0.08,06 06 05.7,+69 28 34,8.29,33.73,-0.3,0.84,0.86,0.86,4.52,7.6,1,Simbad
0.288812,93.3020947824000,10.6271426145000,0.002,0.001,90,3330062833797919744,93.30243802507,0.0589,10.62586119991,0.0620,53.6335,0.0716,78.353,0.118,-297.617,0.091,0,5.89961e+07,5.12756e+04,6.261307,3.07027e+07,8.19882e+04,6.633445,3.90150e+07,3.02800e+05,5.783842,0.849604,5.81,0.18,5716.00,0.0253,0.0130,0.92,0.813,93.302083,10.627222,2662,HD 42807,5730,4.52,-0.03,0.28,-4.57,5.6,4.3,3.3,4.7,180,0.01,0.01,1,0.01,06 13 12.5,+10 37 38,6.43,17.95,-0.13,0.87,0.91,0.99,4.52,1.2,0,Simbad
0.067705,93.4387315075000,-23.8619357722000,0.001,0.000,0,2913411183149615744,93.43850678207,0.0129,-23.86145828512,0.0213,59.7617,0.0243,-47.733,0.026,110.900,0.042,0,6.37348e+07,2.65581e+04,6.177425,3.28269e+07,6.81914e+04,6.560813,4.27933e+07,7.07961e+04,5.683482,0.877331,21.76,0.14,5626.00,0.0880,0.0443,0.89,0.712,93.43875,-23.861944,2663,HD 43162,5617,4.55,-0.03,0.37,-4.44,7.2,6.2,2.9,20.8,397,0.01,0.01,1,0.02,06 13 45.3,-23 51 43,6.37,16.72,-0.16,0.87,0.98,0.97,4.52,1.9,1,Simbad
0.409824,94.8944825701000,41.0923070334000,0.001,0.001,90,959971546241168384,94.89461240721,0.0458,41.09207729931,0.0463,11.6535,0.0497,22.727,0.089,-53.358,0.082,0,1.30757e+07,4.14423e+03,7.897200,7.23387e+06,1.36563e+04,8.202962,8.18613e+06,2.58915e+04,7.479224,0.723738,-28.77,0.16,6118.33,0.9640,0.4940,1.72,3.747,94.894583,41.092222,2664,HD 43691,6093,4.16,0.29,0.18,-4.86,6.5,3.6,5.3,-29.9,212,0.01,0.01,1,0.32,06 19 34.7,+41 05 32,8.03,80.39,0.5,1.6,1.32,1.32,4.17,2.4,1,Simbad
0.333030,95.3654200197000,17.2946295367000,0.002,0.001,90,3370405118012181632,95.36545861876,0.0605,17.29380972141,0.0686,22.6506,0.0883,8.560,0.115,-190.409,0.095,0,5.45684e+06,2.99565e+03,8.846013,2.55903e+06,4.33615e+03,9.331200,4.06948e+06,8.15605e+03,8.238074,1.093125,-7.56,0.52,5029.95,,,0.89,0.461,95.365417,17.294722,2665,HIP 30220,5070,4.44,0.06,0.16,-5.08,3.0,2.3,1.9,-8.9,270,0.01,0.02,1,0.08,06 21 27.7,+17 17 41,9.09,40.16,-0.43,0.79,0.63,0.83,4.57,7.3,0,Simbad
0.599265,96.7293075952000,17.4515684070000,0.002,0.001,90,3369751870665745408,96.72907274144,0.0584,17.45155381358,0.0659,7.9758,0.0744,-52.036,0.100,-3.389,0.086,0,1.88632e+07,1.09520e+04,7.499327,9.71988e+06,2.58041e+04,7.882236,1.27665e+07,3.54344e+04,6.996737,0.885500,50.39,0.36,5581.00,,,3.69,11.883,96.729167,17.451667,2666,HD 45210,5657,3.74,-0.04,0.28,-4.6,9.4,7.6,4.1,52.2,275,0.01,0.01,1,0.01,06 26 55.0,+17 27 06,7.69,131.06,1.09,3.66,2.69,1.63,3.54,2.3,1,Simbad
0.689781,97.1168911804000,16.2383858697000,0.001,0.001,90,3369286193133166336,97.11649054263,0.0424,16.23819120383,0.0414,13.5195,0.0508,-89.339,0.083,-45.213,0.075,0,7.52881e+07,5.11776e+04,5.996550,3.55584e+07,8.58483e+04,6.474032,5.44652e+07,1.30959e+05,5.421622,1.052410,42.51,0.15,5127.83,,,5.30,17.514,97.117083,16.238333,2667,HD 45506,5051,3.29,0.04,0.12,-5.26,3.8,1.5,3.5,41.8,265,0.01,0.01,2,0.07,06 28 28.1,+16 14 18,6.24,68.92,1.17,5.05,1.78,1.73,3.27,1.9,1,Simbad
0.119826,97.3049661377000,10.9338905753000,0.002,0.001,90,3327980255695313792,97.30587091700,0.0540,10.93362116684,0.0500,28.6622,0.0551,206.328,0.106,-62.573,0.089,0,1.29011e+07,4.32982e+03,7.911802,6.32605e+06,1.16753e+04,8.348556,9.12553e+06,1.79788e+04,7.361274,0.987281,-5.20,0.20,5321.50,0.2003,0.1160,0.95,0.648,97.305,10.933889,2668,HD 45652,5294,4.37,0.23,0.2,-4.91,3.0,1.9,2.2,-6.0,264,0.01,0.01,4,0.25,06 29 13.2,+10 56 02,8.1,34.35,-0.2,0.94,0.76,0.92,4.46,8.4,1,Simbad
0.230104,97.6207927592000,19.2853294083000,0.001,0.001,90,3372242122764766080,97.62185921710,0.0442,19.28488774065,0.0410,12.3198,0.0472,233.794,0.088,-102.582,0.083,0,6.75070e+06,1.99612e+03,8.614993,3.65162e+06,4.63252e+03,8.945175,4.37199e+06,7.59285e+03,8.160222,0.784953,,,5808.83,,,1.31,1.753,97.620833,19.285278,2669,HIP 31014,5869,4.4,-0.32,0.16,-4.99,3.9,0.0,3.9,-79.0,245,0.01,0.01,1,-0.38,06 30 29.0,+19 17 07,8.76,80.52,0.24,1.27,1.48,0.97,4.25,8.5,0,Simbad
0.270787,97.6366528287000,29.6722962039000,0.001,0.001,90,3435282862461427072,97.63664499981,0.0323,29.67226624704,0.0285,2.3122,0.0325,-1.580,0.068,-6.958,0.058,0,4.73587e+05,2.34567e+02,11.499867,2.62451e+05,6.43558e+02,11.803766,3.09198e+05,8.44381e+02,11.036329,0.767437,18.75,0.65,6269.33,,,1.57,3.435,97.636667,29.672222,2670,WASP-12,6154,4.22,0.2,0.11,,5.5,0.1,5.8,19.6,153,0.01,0.02,2,0.21,06 30 32.8,+29 40 20,,,,,,,,,0,Simbad
0.484036,97.6962793955000,58.1626335574000,0.002,0.001,90,1004358968092652544,97.69603109165,0.0416,58.16117534214,0.0530,18.2668,0.0908,-30.421,0.098,-338.678,0.071,0,1.09700e+08,7.87130e+04,5.587847,5.05283e+07,5.58305e+04,6.092551,8.07436e+07,1.37451e+05,4.994149,1.098402,39.70,0.13,5000.00,,,5.05,14.337,97.69625,58.1625,2671,HD 45410,4938,3.19,-0.02,0.12,-5.29,3.8,1.5,3.4,39.6,269,0.01,0.01,2,0.01,06 30 47.1,+58 09 45,5.86,55.8,1.16,5.2,1.51,1.44,3.16,3.1,1,Simbad
0.312666,99.0366163327000,-27.6222963496000,0.001,0.001,0,2919760965879179136,99.03672122712,0.0192,-27.62342848778,0.0287,26.6680,0.0327,21.586,0.040,-262.948,0.060,1,1.97586e+07,3.49174e+03,7.448974,1.02261e+07,1.31722e+04,7.827109,1.32377e+07,1.35612e+04,6.957390,0.869719,4.26,0.16,5685.00,0.2075,0.1030,1.08,1.104,99.036667,-27.622222,2672,HD 47186,5641,4.33,0.2,0.16,-5.04,3.8,2.2,3.0,2.7,250,0.01,0.01,2,0.2,06 36 08.8,-27 37 20,7.63,39.59,0.08,1.14,1.02,1.05,4.34,6.2,1,Simbad
0.303322,99.5674315920000,-22.7675558594000,0.001,0.001,0,2926288560256679808,99.56743193317,0.0174,-22.76763687686,0.0278,5.4716,0.0341,0.073,0.035,-18.817,0.056,0,1.18005e+07,2.40867e+03,8.008615,5.55454e+06,3.61922e+03,8.489767,8.74872e+06,6.34748e+03,7.407058,1.082709,17.59,0.13,5051.48,,,5.38,17.005,99.5675,-22.7675,2673,HD 47562,4976,3.17,-0.21,0.13,-5.21,4.3,2.4,3.4,17.4,256,0.01,0.01,1,-0.2,06 38 16.2,-22 46 03,8.26,209.64,1.34,6.32,2.15,1.37,3.01,3.2,1,Simbad
0.496188,100.9465416400000,18.6559029290000,0.002,0.002,90,3359618251814248704,100.94626363072,0.0838,18.65587387731,0.0844,9.4887,0.0527,-61.177,0.158,-6.748,0.150,0,2.42999e+07,7.54365e+03,7.224354,1.12341e+07,2.61543e+04,7.725047,1.80473e+07,3.88318e+04,6.620888,1.104158,24.48,0.21,5047.50,,,4.46,11.653,100.946667,18.655833,2674,HD 48345,4992,3.32,0.14,0.14,-5.17,3.9,1.7,3.4,24.8,270,0.01,0.02,1,0.2,06 43 47.2,+18 39 21,7.48,105.04,1.05,4.49,1.54,1.63,3.35,2.3,1,Simbad
0.496474,100.9561210040000,-1.0630071660500,0.001,0.001,0,3107267177757848576,100.95616820314,0.0317,-1.06300762898,0.0317,6.2250,0.0354,10.960,0.064,-0.108,0.064,0,4.63239e+05,1.97010e+02,11.523852,2.26319e+05,4.47099e+02,11.964587,3.34274e+05,3.79453e+02,10.951664,1.012923,31.39,0.86,5101.20,0.0330,0.0150,0.92,0.511,100.95625,-1.063056,2675,CoRoT-7,5256,4.49,0.05,0.22,,3.2,2.3,2.1,30.6,91,0.01,0.02,1,0.08,06 43 49.5,-01 03 47,,,,,,,,,0,Simbad
4.744749,100.9566342690000,-1.0643167436500,0.012,0.011,90,3107267177754793472,100.95663426917,12.2153,-1.06431674365,11.4192,,,,,,,0,8.59596e+01,2.67837e+00,20.852629,,,,,,,,,,,,,,,100.95625,-1.063056,2675,CoRoT-7,5256,4.49,0.05,0.22,,3.2,2.3,2.1,30.6,91,0.01,0.02,1,0.08,06 43 49.5,-01 03 47,,,,,,,,,0,Simbad
0.767709,101.5210443210000,32.5556801885000,0.001,0.001,90,937667952870489856,101.51871330978,0.0446,32.55610954621,0.0429,38.6945,0.0531,-456.335,0.083,99.719,0.073,0,7.55616e+06,2.68539e+03,8.492613,3.35383e+06,6.06718e+03,9.037536,5.87155e+06,7.11963e+03,7.840038,1.197497,-32.00,0.19,4908.92,0.0160,0.0080,0.66,0.225,101.52125,32.555556,2676,HD 263175,4776,4.53,-0.23,0.27,-4.85,1.9,0.5,1.6,-33.6,277,0.01,0.02,1,-0.23,06 46 05.1,+32 33 20,8.8,26.24,-0.63,0.71,0.61,0.72,4.64,10.3,0,Simbad
0.346499,101.5589542340000,79.5648101982000,0.003,0.003,0,1141280704422528128,101.55660048282,0.0835,79.56220994361,0.1000,54.9292,0.1076,-99.015,0.174,-603.924,0.188,0,1.45711e+08,1.93199e+05,5.279638,8.03747e+07,1.76391e+05,5.588590,8.75614e+07,2.98692e+05,4.906138,0.682452,15.29,0.16,6204.50,0.1130,0.0468,1.19,1.875,101.559167,79.564722,2677,HD 46588,6145,4.3,-0.05,0.14,-5.13,6.9,3.7,5.7,15.0,242,0.01,0.01,1,-0.03,06 46 14.2,+79 33 53,5.44,17.87,0.24,1.16,0.98,1.15,4.37,2.1,0,Simbad
0.504094,102.0798850590000,-3.1021417843000,0.001,0.001,90,3105507886130792448,102.07985912456,0.0262,-3.10213942860,0.0285,1.2418,0.0375,-6.015,0.047,0.547,0.041,0,7.80824e+04,3.43056e+01,13.456983,4.29200e+04,8.53066e+01,13.769740,5.09914e+04,9.78216e+01,12.993178,0.776562,,,5907.67,0.2090,0.1130,1.35,1.986,102.08,-3.102222,2678,CoRoT-1,6243,4.31,0.02,0.12,,6.9,1.7,6.7,29.2,66,0.02,0.02,1,0.03,06 48 19.2,-03 06 08,,,,,,,,,0,Simbad
0.494756,102.7076294190000,-0.5408792584730,0.002,0.002,0,3113219383954556416,102.70771759689,0.0769,-0.54168172677,0.0654,33.4441,0.0891,20.479,0.130,-186.381,0.133,0,1.03188e+08,1.09220e+05,5.654295,6.06464e+07,2.38745e+05,5.894376,5.94528e+07,2.48924e+05,5.326490,0.567886,-12.65,0.21,6585.00,0.0735,0.0320,1.45,3.568,102.7075,-0.540833,2679,HD 49933,6674,4.27,-0.28,0.17,-4.89,12.3,0.1,13.4,-13.6,237,0.01,0.01,2,-0.27,06 50 49.8,-00 32 27,5.78,29.68,0.54,1.39,1.3,1.28,4.27,1.6,0,Simbad
0.335011,102.7992608880000,40.4953376843000,0.001,0.001,90,951395355544081792,102.79925034722,0.0403,40.49540427476,0.0396,9.1357,0.0449,-1.862,0.076,15.466,0.068,0,4.59638e+06,1.04311e+03,9.032325,2.41549e+06,5.75598e+03,9.393875,3.05091e+06,7.79265e+03,8.550845,0.843030,24.17,0.19,5730.67,0.5567,0.2810,1.50,2.181,102.799167,40.495278,2680,HIP 32892,5717,4.12,0.26,0.14,-5.13,4.2,2.5,3.3,23.3,249,0.01,0.01,1,0.26,06 51 11.8,+40 29 43,8.94,99.01,0.34,1.51,1.09,1.14,4.18,5.3,1,Simbad
0.448662,103.3592251490000,21.7182206883000,0.001,0.001,90,3378429800546593408,103.35913263347,0.0423,21.71807372464,0.0385,5.1749,0.0500,-19.962,0.084,-34.134,0.079,0,1.16735e+07,3.83947e+03,8.020362,5.30608e+06,7.93273e+03,8.539454,8.86671e+06,1.95366e+04,7.392514,1.146939,84.54,0.16,4947.63,,,5.97,19.233,103.359167,21.718333,2681,HD 50275,4898,3.13,0.12,0.13,-5.26,3.9,1.8,3.4,83.9,264,0.01,0.02,2,0.18,06 53 26.2,+21 43 06,8.29,161.03,1.12,5.02,1.23,1.47,3.23,3.1,1,Simbad
0.497160,104.5951310190000,37.9879643011000,0.001,0.001,90,941162613140755200,104.59491915015,0.0561,37.98785135009,0.0545,5.9287,0.0675,-38.783,0.089,-26.234,0.082,0,1.85972e+07,6.04279e+03,7.514750,8.44676e+06,1.72304e+04,8.034662,1.40755e+07,4.17726e+04,6.890758,1.143905,14.08,0.23,4962.97,,,6.52,23.262,104.595,37.988056,2682,HD 51272,4870,3.08,0.11,0.15,-5.19,4.4,2.6,3.4,9.3,264,0.01,0.02,2,0.15,06 58 22.8,+37 59 17,7.78,174.52,1.4,7.0,2.12,1.73,3.0,1.9,1,Simbad
0.315571,104.6572233330000,51.8672087656000,0.001,0.001,90,981158276313892608,104.65607397669,0.0353,51.86630563062,0.0337,24.8467,0.0507,-164.836,0.072,-209.762,0.055,0,1.31894e+07,3.68535e+03,7.887806,6.88000e+06,1.36601e+04,8.257418,8.82346e+06,1.50200e+04,7.397823,0.859595,0.43,0.14,5709.00,0.1250,0.0460,0.94,0.848,104.657083,51.867222,2683,HD 51046,5646,4.47,-0.01,0.18,-4.91,3.0,0.1,3.0,-0.6,328,0.01,0.01,1,-0.01,06 58 37.7,+51 52 02,8.06,39.95,-0.08,0.95,0.96,0.98,4.48,3.9,1,Simbad
0.447182,106.5700089820000,22.6834870594000,0.001,0.001,90,3368214650329888512,106.56957804040,0.0436,22.68314770790,0.0396,23.1513,0.0515,-92.348,0.080,-78.817,0.070,0,1.09841e+07,1.11632e+04,8.086456,5.65862e+06,2.69846e+04,8.469611,7.41238e+06,3.34775e+04,7.587026,0.882586,42.73,0.16,5602.50,0.0680,0.0390,0.96,0.820,106.57,22.683611,2684,HD 53532,5670,4.51,0.1,0.41,-4.38,6.5,5.3,3.1,42.1,221,0.01,0.01,1,0.14,07 06 16.8,+22 41 01,8.25,42.37,-0.11,0.91,0.98,1.03,4.5,1.5,1,Simbad
0.537323,107.0176613660000,29.8344957993000,0.001,0.001,90,884951489919636352,107.01688533366,0.0426,29.83322970693,0.0421,43.4506,0.0417,-156.350,0.080,-294.057,0.076,0,1.13900e+07,4.23842e+03,8.047057,5.25411e+06,1.34851e+04,8.550140,8.55974e+06,1.58758e+04,7.430768,1.119372,19.55,0.16,4929.46,0.0520,0.0277,0.71,0.267,107.0175,29.834444,2685,HD 53927,4898,4.56,-0.27,0.22,-4.91,1.6,0.1,1.7,18.7,269,0.01,0.02,1,-0.29,07 08 04.2,+29 50 04,8.32,22.26,-0.61,0.69,0.63,0.72,4.64,10.2,0,Simbad
0.493615,108.0623755330000,-38.1745400546000,0.001,0.001,0,5565208310497615232,108.06220291657,0.0226,-38.17463897870,0.0302,12.7967,0.0299,-31.517,0.050,-22.976,0.059,0,1.41516e+07,4.18305e+03,7.811353,7.74248e+06,9.20065e+03,8.129188,8.92784e+06,1.55886e+04,7.385054,0.744134,19.72,0.15,6064.50,,,1.66,3.368,108.0625,-38.174444,2686,HD 55696,6012,4.15,0.34,0.16,-4.97,8.9,6.9,4.7,19.9,243,0.01,0.01,1,0.36,07 12 15.0,-38 10 28,7.95,71.48,0.43,1.52,1.18,1.29,4.19,2.6,1,Simbad
0.413287,108.8613772420000,40.2597832443000,0.002,0.001,0,948372110883436928,108.86145764421,0.0622,40.25966010983,0.0688,7.4937,0.0703,14.251,0.095,-28.599,0.101,0,3.04579e+06,9.52088e+02,9.479116,1.61080e+06,3.30640e+03,9.833785,2.01987e+06,3.78758e+03,8.998611,0.835175,-50.79,0.87,5749.50,0.5910,0.2810,1.48,2.146,108.86125,40.259722,2687,HIP 35093,5747,3.96,-0.15,0.15,-5.08,4.5,0.6,4.4,-50.2,246,0.01,0.01,1,-0.13,07 15 26.7,+40 15 35,9.64,125.47,0.27,1.38,0.63,1.0,4.15,7.6,1,Simbad
0.467554,108.8930194710000,-1.8601981339100,0.002,0.001,90,3108515089095700224,108.89305588269,0.0472,-1.86032640513,0.0485,3.3940,0.0705,8.453,0.098,-29.792,0.091,1,1.66051e+07,3.91232e+03,7.637759,7.63234e+06,7.57647e+03,8.144744,1.25445e+07,1.10226e+04,7.015783,1.128961,-11.49,0.17,4963.84,,,10.76,63.366,108.892917,-1.860278,2688,HD 56083,4994,3.0,0.19,0.14,-5.12,4.8,2.6,4.0,-11.8,267,0.01,0.02,1,0.28,07 15 34.3,-01 51 37,7.59,246.91,1.75,10.0,3.62,2.52,2.94,0.7,2,Simbad
3.690853,108.8920751370000,-1.8596922321400,0.001,0.001,0,3108515089095700480,108.89211158366,0.0440,-1.85982445600,0.0444,3.3276,0.0669,8.461,0.094,-30.710,0.094,0,4.55801e+06,2.05970e+03,9.041427,2.93156e+06,2.04565e+04,9.183641,2.45629e+06,1.41110e+04,8.786220,0.397421,,,7760.50,0.8015,0.3887,2.25,16.513,108.892917,-1.860278,2688,HD 56083,4994,3.0,0.19,0.14,-5.12,4.8,2.6,4.0,-11.8,267,0.01,0.02,1,0.28,07 15 34.3,-01 51 37,7.59,246.91,1.75,10.0,3.62,2.52,2.94,0.7,2,Simbad
0.418233,108.9589133980000,47.2399655022000,0.002,0.002,90,974887555341533440,108.95910409356,0.0733,47.23916292461,0.0729,59.2870,0.1222,30.070,0.154,-186.405,0.119,0,1.34343e+08,1.68127e+05,5.367825,7.20226e+07,1.74231e+05,5.707716,8.56897e+07,2.94148e+05,4.929599,0.778117,85.01,0.14,5912.67,0.0927,0.0463,1.17,1.498,108.95875,47.24,2689,HD 55575,5888,4.32,-0.27,0.16,-5.0,4.0,0.1,4.0,85.1,311,0.01,0.01,2,-0.29,07 15 50.1,+47 14 24,5.54,16.89,0.17,1.16,1.02,0.97,4.31,7.6,1,Simbad
0.425918,108.9767787890000,43.5618577709000,0.002,0.002,90,949933726631973760,108.97679216150,0.0747,43.56157388706,0.0925,20.5550,0.0928,2.251,0.131,-65.934,0.115,0,8.86440e+06,2.74884e+03,8.319243,4.59418e+06,7.94038e+03,8.695868,5.99648e+06,1.03599e+04,7.817179,0.878688,-16.53,0.18,5617.00,0.1490,0.0593,0.97,0.838,108.976667,43.561944,2690,HD 55647,5617,4.46,0.05,0.18,-4.95,2.6,0.1,2.9,-16.9,251,0.01,0.01,1,0.05,07 15 54.4,+43 33 43,8.5,44.9,-0.16,0.88,0.81,0.99,4.51,2.3,1,Simbad
0.458766,109.4191016340000,40.9451174817000,0.001,0.001,90,948513569926521600,109.41909082737,0.0450,40.94502188743,0.0448,4.8654,0.0511,-1.896,0.080,-22.203,0.071,0,2.50419e+07,6.35643e+03,7.191699,1.14805e+07,2.01653e+04,7.701488,1.87673e+07,3.23710e+04,6.578416,1.123072,24.89,0.17,4983.63,0.4500,0.1813,9.13,46.295,109.419167,40.945,2691,HD 56122,5016,3.1,0.23,375.0,-1.71,5.1,3.6,3.4,24.1,272,0.01,0.02,1,0.3,07 17 40.6,+40 56 42,7.45,154.8,1.4,6.61,2.0,2.14,3.16,1.1,1,Simbad
0.624670,110.1685676680000,37.1406507799000,0.001,0.001,90,898130030131443584,110.16851565512,0.0368,37.14059462289,0.0383,2.1687,0.0421,-9.630,0.071,-13.043,0.064,0,2.59367e+05,5.42095e+01,12.153580,1.48461e+05,2.55184e+02,12.422359,1.61575e+05,1.72889e+02,11.740984,0.681375,,,6340.50,0.1390,0.0700,1.21,2.136,110.16875,37.140556,2692,HAT-P-9,6193,4.25,0.07,0.15,,13.6,10.7,6.2,22.1,81,0.01,0.03,1,0.13,07 20 40.5,+37 08 26,,,,,,,,,0,Simbad
0.332057,110.3881675460000,58.2680865847000,0.001,0.001,90,990291507088739072,110.38802846491,0.0288,58.26810944879,0.0283,3.6392,0.0385,-16.989,0.056,5.310,0.050,0,1.17518e+06,4.14544e+02,10.513109,6.75330e+05,6.53853e+02,10.777597,7.21141e+05,6.25483e+02,10.116869,0.660728,1.64,0.53,6526.68,0.7452,0.3758,1.45,3.432,110.388333,58.268056,2693,XO-4,6304,4.14,-0.04,0.12,,10.3,6.6,7.3,0.9,197,0.01,0.01,1,0.0,07 21 33.2,+58 16 05,,,,,,,,,0,Simbad
0.101160,110.4995468000000,39.9599955604000,0.001,0.001,0,948177085008663680,110.49956865045,0.0545,39.95985361862,0.0597,8.5758,0.0613,3.890,0.083,-32.967,0.086,1,1.49864e+07,1.20159e+04,7.749122,7.09533e+06,2.04512e+04,8.223956,1.09319e+07,3.56784e+04,7.165177,1.058779,-13.17,0.16,5138.00,,,3.71,8.648,110.499583,39.96,2694,HD 57204,5096,3.52,0.14,0.32,-4.7,4.1,2.0,3.5,-14.1,231,0.01,0.01,1,0.2,07 21 59.9,+39 57 36,7.99,93.37,0.73,2.98,1.08,1.4,3.65,3.7,1,Simbad
0.375188,111.6298532800000,60.5454807911000,0.001,0.001,90,1086694556307708032,111.62858470232,0.0282,60.54343508030,0.0269,23.7545,0.0413,-144.880,0.053,-475.126,0.051,0,8.09938e+06,1.57120e+03,8.417236,3.97728e+06,2.78466e+03,8.852423,5.75912e+06,5.40874e+03,7.861029,0.991394,45.93,0.15,5278.33,0.1180,0.0780,0.92,0.596,111.63,60.545556,2695,HD 57813,5279,4.42,0.18,0.17,-5.01,2.8,1.6,2.2,45.3,230,0.01,0.01,1,0.2,07 26 31.2,+60 32 44,8.64,39.35,-0.3,0.85,0.68,0.92,4.53,4.6,1,Simbad
2.851998,111.6284008500000,60.5454597538000,0.008,0.005,0,1086694556307708288,111.62706722677,0.1640,60.54341990556,0.2491,24.0033,0.1786,-152.312,0.314,-473.773,0.509,1,5.34371e+04,3.38203e+02,13.868758,,,,,,,,,,,,,,,111.63,60.545556,2695,HD 57813,5279,4.42,0.18,0.17,-5.01,2.8,1.6,2.2,45.3,230,0.01,0.01,1,0.2,07 26 31.2,+60 32 44,8.64,39.35,-0.3,0.85,0.68,0.92,4.53,4.6,1,Simbad
0.705803,112.0181353580000,30.3224033960000,0.001,0.001,90,885778666260181632,112.01802542704,0.0330,30.32173223364,0.0292,19.0900,0.0340,-22.040,0.069,-155.884,0.063,0,5.93530e+06,2.34436e+03,8.754759,2.94797e+06,4.33167e+03,9.177579,4.14998e+06,9.03162e+03,8.216805,0.960774,-13.93,0.18,5380.00,0.0737,0.0400,0.94,0.667,112.018333,30.3225,2696,HD 58727,5378,4.45,0.2,0.19,-4.97,3.1,1.9,2.3,-14.6,225,0.01,0.01,1,0.21,07 28 04.4,+30 19 21,8.96,46.02,-0.3,0.81,0.68,0.95,4.53,2.9,1,Simbad
0.150747,113.8171344560000,40.5064039258000,0.001,0.001,90,924370390524853120,113.81706598690,0.0343,40.50639426927,0.0250,7.8264,0.0430,-12.091,0.068,-2.243,0.045,0,1.88082e+07,4.12390e+03,7.502497,1.00266e+07,7.02045e+03,7.848505,1.22781e+07,1.31517e+04,7.039089,0.809416,-2.87,0.21,5812.00,,,3.43,12.101,113.817083,40.506389,2697,HD 60234,5842,3.74,0.12,0.24,-4.67,9.3,7.3,4.7,-3.1,248,0.01,0.01,3,0.17,07 35 16.1,+40 30 23,7.68,133.87,1.1,3.46,2.4,1.66,3.59,2.3,1,Simbad
0.479775,113.9477601090000,-32.2039007224000,0.001,0.001,0,5592237639209047424,113.94747969087,0.0245,-32.20358147556,0.0295,27.4077,0.0322,-55.110,0.054,74.148,0.056,1,1.18625e+07,9.77053e+03,8.002929,6.00240e+06,1.80631e+04,8.405575,8.11712e+06,2.19007e+04,7.488415,0.917160,22.50,0.20,5507.00,0.0210,0.0080,0.88,0.637,113.947917,-32.203889,2698,HD 61005,5503,4.51,0.01,0.57,-4.23,10.4,9.1,2.6,22.3,246,0.01,0.02,1,0.08,07 35 47.5,-32 12 14,8.23,35.35,-0.25,0.82,0.79,0.95,4.54,1.9,1,Simbad
0.470006,114.5685041390000,47.7486726748000,0.001,0.001,90,975710093118127104,114.56840442073,0.0288,47.74795636361,0.0252,25.2842,0.0386,-15.573,0.058,-166.369,0.044,0,1.80668e+07,1.16954e+04,7.546163,9.76324e+06,2.52431e+04,7.877404,1.16136e+07,2.62587e+04,7.099506,0.777897,6.22,0.20,5890.00,0.0428,0.0300,1.01,1.109,114.568333,47.748611,2699,HD 60737,5949,4.54,0.01,0.44,-4.27,13.0,10.8,4.4,6.5,246,0.01,0.02,1,0.07,07 38 16.4,+47 44 55,7.7,39.31,0.03,0.97,1.18,1.08,4.46,1.1,1,Simbad
0.316596,115.9467387320000,43.7946509150000,0.001,0.001,90,926636174751861120,115.94618859650,0.0310,43.79457836984,0.0245,10.4947,0.0396,-92.230,0.067,-16.850,0.046,0,3.17593e+07,6.82123e+03,6.933688,1.49002e+07,1.97842e+04,7.418405,2.34169e+07,5.48724e+04,6.338098,1.080307,-36.36,0.15,5097.89,,,4.50,12.329,115.946667,43.794722,2700,HD 61995,4989,3.26,-0.08,0.13,-5.21,3.6,0.9,3.4,-36.6,265,0.01,0.01,1,-0.05,07 43 47.2,+43 47 41,7.18,91.41,1.05,4.5,1.35,1.38,3.27,3.4,1,Simbad
