angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,SPOCS,Name,Teff,logg,[M/H],S,logRhk,Vbr,Vsini,Vmac,Vrad,SNR,Crms,Lrms,N,[Fe/H],RAJ2000,DEJ2000,Vmag,Dist,logL,Rstar,Mstar,Miso,logg2,Age,CCat,Simbad
0.181086,243.6682821260000,33.8575273028000,0.001,0.001,0,1328866562170960384,243.66677276361,0.0162,33.85718868003,0.0236,44.1475,0.0237,-291.118,0.035,-78.651,0.050,0,5.09881e+07,1.33784e+04,6.419694,2.73958e+07,3.34299e+04,6.757178,3.29212e+07,4.28632e+04,5.968231,0.788947,-14.79,0.14,5884.75,0.0940,0.0477,0.97,1.027,243.668333,33.8575,696,HD 146361B,5890,4.51,-0.03,0.25,-4.64,4.2,0.8,4.0,-16.7,265,0.01,0.01,3,-0.01,16 14 40.4,+33 51 27,,,,,,,,,1,Simbad
0.441178,243.9052932170000,-8.3694394414700,0.003,0.002,90,4345775217221821312,243.90630356206,0.0961,-8.37157230610,0.0676,70.7675,0.1119,232.159,0.181,-495.368,0.147,0,1.42663e+08,2.34681e+05,5.302589,7.42566e+07,1.59353e+05,5.674550,9.08220e+07,2.91539e+05,4.866443,0.808107,11.90,0.13,5850.33,0.0890,0.0530,1.03,1.120,243.905417,-8.369444,698,HD 146233,5785,4.41,0.04,0.16,-5.03,4.0,1.5,3.5,34.0,251,0.01,0.01,10,0.04,16 15 37.3,-08 22 10,5.49,13.9,0.02,1.01,0.97,1.04,4.44,3.3,1,Simbad
0.810750,249.2023192900000,-6.2943028499300,0.001,0.001,90,4351579573463528576,249.20221982820,0.0388,-6.29431081308,0.0235,17.8720,0.0454,-22.962,0.083,-1.850,0.049,0,1.60111e+07,3.06538e+03,7.677315,8.28656e+06,5.41830e+03,8.055452,1.07762e+07,8.15030e+03,7.180756,0.874697,-33.31,0.16,5617.77,0.5100,0.2537,1.49,2.002,249.2025,-6.294167,712,HD 149724,5649,4.13,0.34,0.15,-5.11,4.4,3.0,3.0,-32.0,256,0.01,0.01,2,0.34,16 36 48.6,-06 17 39,7.85,55.34,0.28,1.43,1.0,1.14,4.18,6.0,1,Simbad
0.562614,249.2851172150000,0.2543406321820,0.001,0.001,90,4383374219923745024,249.28551867823,0.0400,0.25467936482,0.0227,49.2984,0.0432,93.242,0.086,78.673,0.054,1,3.37378e+07,5.20734e+03,6.868074,1.64735e+07,1.29351e+04,7.309427,2.38832e+07,2.65175e+04,6.316687,0.992740,10.47,0.12,5319.00,0.1090,0.0610,0.89,0.573,249.285,0.254444,713,HD 149806,5275,4.42,0.17,0.21,-4.87,2.9,1.8,2.1,9.6,295,0.01,0.01,5,0.2,16 37 08.4,+00 15 16,7.09,20.33,-0.25,0.89,0.76,0.91,4.49,7.3,1,Simbad
0.243887,250.6607370080000,68.1021644856000,0.001,0.001,0,1648568843759668480,250.65746883507,0.0255,68.10399738034,0.0311,41.2445,0.0282,-283.092,0.053,425.695,0.069,0,2.17601e+07,4.67596e+03,7.344215,1.08317e+07,1.71389e+04,7.764642,1.51353e+07,3.57854e+04,6.811942,0.952700,9.22,0.14,5388.75,0.0950,0.0450,0.83,0.523,250.660833,68.102222,720,HD 151541,5309,4.5,-0.17,0.16,-5.02,2.5,0.9,2.2,7.6,271,0.01,0.01,3,-0.18,16 42 38.6,+68 06 08,7.56,25.02,-0.26,0.87,0.88,0.83,4.48,11.8,1,Simbad
0.122015,253.2450105950000,-0.0264211943524,0.001,0.001,90,4381250547575102208,253.24194562894,0.0294,-0.03281040035,0.0202,59.5382,0.0328,-711.833,0.060,-1483.882,0.039,0,5.06484e+07,3.33935e+04,6.426951,2.55364e+07,7.90210e+04,6.833489,3.49431e+07,9.45151e+04,5.903517,0.929972,44.68,0.15,5460.50,0.0813,0.0318,0.85,0.579,253.245,-0.026389,729,HD 152391,5425,4.51,-0.04,0.35,-4.49,4.7,3.8,2.4,41.2,254,0.01,0.01,1,0.01,16 52 58.8,-00 01 35,6.65,17.25,-0.23,0.86,0.87,0.91,4.52,4.6,2,Simbad
0.735112,253.5339315070000,-4.3401834450500,0.001,0.001,90,4377537462448122112,253.53376645270,0.0339,-4.34067498635,0.0231,22.0673,0.0427,-38.226,0.071,-114.165,0.048,0,1.61125e+07,9.11933e+03,7.670456,8.78446e+06,1.53165e+04,7.992100,1.03113e+07,1.88719e+04,7.228638,0.763462,-16.40,0.19,5945.00,0.0717,0.0300,1.07,1.295,253.53375,-4.340278,731,HD 152555,5986,4.45,0.08,0.38,-4.34,20.7,17.1,4.6,-14.7,249,0.01,0.02,1,0.14,16 54 08.1,-04 20 25,7.82,46.73,0.12,1.07,1.17,1.13,4.42,1.4,1,Simbad
4.550650,253.5348160700000,-4.3395939865900,0.005,0.003,90,4377537462448597888,253.53466685919,0.1553,-4.34012044809,0.0995,21.9488,0.0995,-34.556,0.293,-122.275,0.185,0,5.77343e+04,2.33892e+02,13.784781,7.86253e+04,9.02517e+03,13.112483,1.41175e+05,2.30186e+04,11.887524,1.224959,,,5095.63,,,,,253.53375,-4.340278,731,HD 152555,5986,4.45,0.08,0.38,-4.34,20.7,17.1,4.6,-14.7,249,0.01,0.02,1,0.14,16 54 08.1,-04 20 25,7.82,46.73,0.12,1.07,1.17,1.13,4.42,1.4,1,Simbad
0.612899,255.0069114450000,-7.5316592881700,0.001,0.001,90,4339941101147274496,255.00733752745,0.0398,-7.53174653332,0.0266,23.0698,0.0507,98.107,0.097,-20.263,0.065,1,1.41375e+07,2.67408e+03,7.812431,7.55198e+06,4.60177e+03,8.156236,9.26585e+06,1.38379e+04,7.344707,0.811529,0.52,0.16,5764.97,0.1090,0.0515,1.03,1.050,255.007083,-7.531667,732,HD 153458,5815,4.48,0.09,0.27,-4.58,3.7,0.1,3.7,1.4,251,0.01,0.01,1,0.1,17 00 01.7,-07 31 54,7.98,44.48,0.03,1.02,1.13,1.07,4.45,2.1,1,Simbad
0.238417,255.6516829680000,47.0818786717000,0.001,0.001,0,1359938520253565952,255.65246193542,0.0193,47.08555435613,0.0212,54.6636,0.0212,123.204,0.039,853.742,0.041,0,4.44901e+07,9.20573e+03,6.567707,2.25022e+07,3.77427e+04,6.970826,3.03353e+07,8.54050e+04,6.057049,0.913776,-47.04,0.18,5540.00,0.0375,0.0305,0.84,0.599,255.651667,47.081944,735,HD 154345,5455,4.52,-0.14,0.22,-4.76,2.9,1.2,2.5,-48.4,270,0.01,0.01,3,-0.13,17 02 36.4,+47 04 55,6.76,18.59,-0.21,0.87,0.93,0.89,4.5,7.0,1,Simbad
0.428949,260.1648647480000,32.4677437078000,0.003,0.002,90,1333760419707327744,260.16555741361,0.0774,32.46326199997,0.0749,68.7539,0.0904,135.731,0.162,-1040.913,0.160,0,1.59760e+08,2.70650e+05,5.179698,8.28234e+07,1.43869e+05,5.556006,1.01797e+08,4.17425e+05,4.742580,0.813426,-78.43,0.16,5830.00,0.1335,0.0640,1.13,1.331,260.165,32.467778,748,HD 157214,5817,4.61,-0.26,0.16,-5.0,3.0,0.1,3.7,-82.7,312,0.01,0.01,2,-0.35,17 20 39.6,+32 28 04,5.38,14.33,0.09,1.1,1.79,0.96,4.35,8.0,1,Simbad
0.475363,260.7136987900000,-2.3881777294900,0.001,0.001,90,4367026303085396352,260.71390868407,0.0449,-2.38864308543,0.0407,50.8591,0.0544,48.707,0.086,-108.083,0.071,0,6.82105e+07,3.40979e+04,6.103737,3.55579e+07,7.27428e+04,6.474048,4.52172e+07,1.07314e+05,5.623661,0.850387,-35.98,0.17,5713.00,0.1743,0.0857,1.04,1.046,260.71375,-2.388056,752,HD 157347,5712,4.42,0.02,0.17,-4.97,2.9,0.1,3.2,-34.8,353,0.01,0.01,5,0.02,17 22 51.3,-02 23 17,6.28,19.52,0.0,1.02,0.99,1.01,4.43,4.7,1,Simbad
0.660136,261.0364166350000,-34.7984550704000,0.001,0.001,90,5975810379449715968,261.03646234955,0.0454,-34.79921452495,0.0386,30.1841,0.0525,8.719,0.093,-176.389,0.063,0,3.70177e+07,9.75444e+03,6.767341,2.01919e+07,3.66722e+04,7.088448,2.33279e+07,1.11685e+05,6.342230,0.746218,-24.67,0.15,6055.00,0.0670,0.0320,1.14,1.584,261.03625,-34.798333,753,HD 157338,5951,4.25,-0.08,0.17,-4.92,4.0,0.1,4.4,-23.5,345,0.01,0.01,5,-0.07,17 24 08.7,-34 47 54,6.92,32.27,0.17,1.14,0.83,1.06,4.36,4.5,1,Simbad
0.149309,261.2504094620000,67.3067083727000,0.001,0.001,0,1637110042813188608,261.24447274341,0.0254,67.30672886465,0.0234,78.1653,0.0266,-531.958,0.050,4.734,0.053,0,6.18652e+07,1.30264e+04,6.209749,3.05454e+07,6.22495e+04,6.639025,4.29439e+07,1.10738e+05,5.679666,0.959359,-38.48,0.15,5344.00,,,0.75,0.416,261.250417,67.306667,754,HD 158633,5256,4.58,-0.38,0.17,-4.97,2.2,0.1,2.1,-39.3,315,0.01,0.01,2,-0.42,17 25 00.1,+67 18 24,6.44,12.8,-0.39,0.77,0.81,0.77,4.56,10.9,1,Simbad
0.163093,263.0041344710000,34.2711474665000,0.001,0.000,0,1335880415564253312,263.00288040379,0.0141,34.27142177958,0.0165,41.2817,0.0184,-240.698,0.031,63.710,0.033,0,5.38328e+07,1.14071e+04,6.360748,2.87005e+07,3.56755e+04,6.706664,3.48566e+07,7.65961e+04,5.906209,0.800455,-51.71,0.16,5865.00,0.0940,0.0460,1.08,1.241,263.004167,34.271111,757,HD 159222,5870,4.41,0.15,0.17,-4.91,4.1,1.0,3.9,-50.8,354,0.01,0.01,5,0.17,17 32 01.0,+34 16 16,6.52,23.92,0.07,1.05,1.01,1.11,4.44,1.6,1,Simbad
0.328443,264.7480267840000,-43.1455123241000,0.001,0.001,90,5955841736510622208,264.74666653052,0.0465,-43.14623465205,0.0474,17.8763,0.0530,-230.510,0.090,-167.766,0.080,0,2.86437e+07,9.31662e+03,7.045794,1.45744e+07,4.02346e+04,7.442413,1.94827e+07,4.59358e+04,6.537798,0.904616,-23.45,0.17,5576.50,1.3475,0.7350,2.03,3.593,264.747917,-43.145556,760,HD 159868,5534,3.92,-0.06,0.16,-5.02,4.4,1.9,3.9,-23.4,306,0.01,0.01,3,-0.05,17 38 59.5,-43 08 44,7.24,58.69,0.58,2.13,1.36,1.19,3.86,5.7,1,Simbad
0.240829,265.2779197000000,72.4203448920000,0.001,0.001,0,1651469733391948288,265.27618787886,0.0320,72.42162914073,0.0284,33.3120,0.0336,-121.487,0.053,298.278,0.061,0,2.03343e+07,4.59528e+03,7.417793,1.04049e+07,2.53788e+04,7.808293,1.37091e+07,6.01467e+04,6.919402,0.888891,-16.68,0.15,5613.33,0.0700,0.0417,0.90,0.732,265.277917,72.420278,762,HD 161897,5572,4.5,-0.04,0.21,-4.81,3.4,1.7,2.8,-14.7,259,0.01,0.01,1,-0.03,17 41 06.7,+72 25 13,7.6,30.03,-0.14,0.91,0.96,0.96,4.5,3.9,1,Simbad
0.743454,266.6147525750000,27.7206978265000,0.025,0.024,90,4594497769763697792,266.61326195220,0.7201,27.71738178285,0.6904,119.1128,0.4848,-306.473,1.635,-770.180,1.544,1,1.06369e+09,2.40186e+05,3.121332,4.35356e+08,8.54725e+06,3.754277,6.36562e+08,5.74570e+06,2.752319,1.001958,,,5375.00,,,2.02,3.071,266.614583,27.720556,764,HD 161797,5559,3.97,0.26,0.15,-5.08,3.8,0.1,3.9,-22.2,340,0.01,0.01,2,0.27,17 46 27.5,+27 43 14,3.42,8.31,0.41,1.72,1.0,1.13,4.01,7.4,1,Simbad
0.460219,268.7403018530000,-7.7339466541900,0.002,0.001,90,4171518910746338560,268.74006372945,0.0542,-7.73418599303,0.0592,22.8769,0.0741,-54.803,0.100,-55.588,0.088,0,3.84387e+07,1.13931e+04,6.726444,1.94920e+07,3.27384e+04,7.126745,2.61325e+07,1.01349e+05,6.218968,0.907777,-73.01,0.17,5633.50,,,1.80,2.930,268.740417,-7.733889,774,HD 163153,5572,3.98,0.33,0.15,-5.06,3.4,0.1,4.0,-72.4,360,0.01,0.01,5,0.35,17 54 57.7,-07 44 02,6.92,43.84,0.45,1.8,1.12,1.18,3.99,6.4,1,Simbad
0.102344,270.1620610830000,29.5719229086000,0.001,0.001,0,4584639307993378432,270.16137233340,0.0178,29.57266981915,0.0235,35.3642,0.0258,-139.130,0.038,173.475,0.045,0,3.29200e+07,6.75288e+03,6.894717,1.73794e+07,2.26805e+04,7.251304,2.15939e+07,5.76336e+04,6.426093,0.825211,2.07,0.15,5762.00,0.1283,0.0697,1.02,1.041,270.162083,29.571944,777,HD 164595,5751,4.45,-0.07,0.16,-4.96,3.4,0.1,3.4,1.7,249,0.01,0.01,3,-0.08,18 00 38.9,+29 34 19,7.07,28.36,0.01,1.02,1.05,0.98,4.42,5.8,1,Simbad
0.542150,270.6285936100000,26.3130009775000,0.001,0.001,0,4582680493669880704,270.63046523505,0.0160,26.31040765724,0.0239,45.4222,0.0311,389.653,0.033,-602.314,0.043,0,3.63822e+07,5.72737e+03,6.786143,1.79357e+07,1.80133e+04,7.217091,2.55601e+07,3.07658e+04,6.243015,0.974076,20.20,0.14,5342.25,0.2770,0.1330,0.99,0.725,270.62875,26.313056,779,HD 164922,5341,4.39,0.14,0.16,-5.05,2.2,0.1,2.3,21.4,372,0.01,0.01,5,0.14,18 02 30.9,+26 18 47,7.01,22.12,-0.15,0.98,0.85,0.91,4.42,10.6,1,Simbad
0.192239,272.4059011710000,38.4577766449000,0.001,0.001,0,4610177733290768896,272.40416089179,0.0153,38.45576079260,0.0199,90.1264,0.0200,-316.520,0.032,-468.214,0.040,0,6.76536e+07,2.07166e+04,6.112638,3.14330e+07,7.24409e+04,6.607923,4.98534e+07,6.75740e+04,5.517683,1.090240,-19.36,0.17,5007.00,0.1010,0.0587,0.80,0.363,272.405833,38.457778,784,HD 166620,4970,4.51,-0.1,0.17,-5.03,1.7,0.1,1.8,-21.1,283,0.01,0.02,3,-0.16,18 09 37.4,+38 27 28,6.38,11.02,-0.45,0.8,0.76,0.78,4.56,12.4,1,Simbad
0.599923,273.8852644080000,45.2093166673000,0.001,0.001,0,2115351387048328832,273.88479181147,0.0184,45.20882286460,0.0216,42.8836,0.0215,-77.331,0.040,-114.690,0.042,0,6.63164e+07,2.09526e+04,6.134313,3.52155e+07,4.91020e+04,6.484553,4.31243e+07,8.97020e+04,5.675114,0.809439,-64.59,0.14,5820.50,0.2085,0.1070,1.17,1.421,273.885417,45.209444,789,HD 168009,5808,4.33,0.03,0.16,-5.02,4.2,1.9,3.6,-65.6,307,0.01,0.01,1,0.03,18 15 32.5,+45 12 34,6.3,22.82,0.12,1.14,1.0,1.05,4.35,5.4,1,Simbad
0.585329,274.3489936210000,-28.2889449213000,0.002,0.001,90,4052127925286198400,274.34964628440,0.0551,-28.28960317944,0.0480,32.0147,0.0594,133.482,0.101,-152.885,0.083,0,6.11142e+07,2.77959e+04,6.223010,3.40436e+07,7.66822e+04,6.521300,3.77539e+07,1.12110e+05,5.819517,0.701784,7.79,0.29,6124.00,0.2280,0.1140,1.35,2.320,274.349167,-28.288889,790,HD 167665,6108,4.21,-0.11,0.18,-4.83,6.6,3.4,5.4,8.5,251,0.01,0.01,2,-0.1,18 17 23.8,-28 17 20,6.36,30.49,0.34,1.32,1.02,1.14,4.25,3.9,1,Simbad
0.626472,275.0163882350000,-9.5957248100200,0.001,0.001,90,4157584215800708736,275.01598787674,0.0461,-9.59669048084,0.0585,25.2084,0.0772,-91.685,0.089,-224.285,0.077,0,3.82545e+07,1.15200e+04,6.731659,1.95033e+07,4.24155e+04,7.126119,2.56976e+07,9.79500e+04,6.237187,0.888932,-48.67,0.23,5578.00,,,1.66,2.413,275.01625,-9.595833,791,HD 168443,5551,4.07,0.06,0.15,-5.1,3.7,2.4,2.7,-48.9,254,0.01,0.01,2,0.04,18 20 03.9,-09 35 45,6.92,37.43,0.32,1.56,1.05,1.03,4.06,9.8,1,Simbad
0.428773,275.4574284960000,-11.9226816097000,0.001,0.001,90,4153637759337630720,275.45732685001,0.0503,-11.92297567578,0.0461,24.0282,0.0573,-23.099,0.093,-68.299,0.086,0,1.46781e+07,5.77574e+03,7.771689,7.59727e+06,1.70433e+04,8.149744,9.85368e+06,2.75747e+04,7.277924,0.871820,-25.52,0.13,5641.50,0.1693,0.0903,1.05,1.014,275.4575,-11.922778,794,HD 168746,5579,4.41,-0.07,0.16,-5.03,2.8,0.1,2.8,-24.9,255,0.01,0.01,2,-0.13,18 21 49.8,-11 55 22,7.95,42.74,0.02,1.1,1.13,0.94,4.34,10.3,1,Simbad
0.350323,276.9561883370000,-29.8168627144000,0.002,0.002,90,4048037707717866880,276.95618591110,0.0795,-29.81679187581,0.0868,26.5642,0.1037,-0.489,0.158,16.453,0.126,0,9.34066e+07,8.62846e+04,5.762422,5.22352e+07,3.22086e+05,6.056480,5.70304e+07,1.62298e+05,5.371654,0.684827,-17.21,0.20,6196.75,,,1.97,5.141,276.95625,-29.816944,798,HD 169830,6164,4.02,0.17,0.14,-5.11,5.9,0.1,6.3,-18.3,243,0.01,0.01,2,0.2,18 27 49.5,-29 49 01,5.9,36.6,0.67,1.89,1.35,1.41,4.02,2.8,1,Simbad
0.341382,277.2957551670000,11.6954995788000,0.001,0.001,0,4484013343859055744,277.29554228269,0.0354,11.69542436139,0.0395,16.5886,0.0408,-48.418,0.070,-17.470,0.079,0,1.13641e+07,4.10465e+03,8.049525,5.98474e+06,1.37931e+04,8.408775,7.45653e+06,2.00924e+04,7.580578,0.828197,-59.27,0.18,5703.00,0.2450,0.1050,1.31,1.639,277.295833,11.695556,801,HD 170469,5761,4.25,0.28,0.15,-5.07,4.4,2.7,3.4,-59.5,345,0.01,0.01,3,0.28,18 29 11.0,+11 41 44,8.21,62.74,0.23,1.31,1.1,1.14,4.26,4.5,1,Simbad
0.613042,277.8290050850000,-18.9088146013000,0.001,0.001,90,4093301474693288960,277.82837519705,0.0409,-18.90965536609,0.0402,75.9773,0.0458,-138.402,0.080,-195.274,0.068,0,4.53264e+07,1.48259e+04,6.547489,2.11929e+07,1.04518e+05,7.035911,3.35180e+07,2.69477e+05,5.948726,1.087184,-43.16,0.14,5088.33,0.1255,0.0720,0.75,0.336,277.829167,-18.908889,804,HD 170657,5040,4.54,-0.15,0.31,-4.67,2.4,1.4,1.8,-47.1,256,0.01,0.02,1,-0.13,18 31 19.0,-18 54 32,6.81,13.25,-0.48,0.76,0.71,0.78,4.58,9.8,1,Simbad
4.897316,277.8302377380000,-18.9097970311000,0.008,0.007,90,4093301474693598336,277.83022719001,0.2270,-18.90980859131,0.2219,0.8487,0.2358,-2.318,0.509,-2.685,0.476,0,3.00761e+03,5.97837e+01,16.992811,,,,,,,,,,,,,,,277.829167,-18.908889,804,HD 170657,5040,4.54,-0.15,0.31,-4.67,2.4,1.4,1.8,-47.1,256,0.01,0.02,1,-0.13,18 31 19.0,-18 54 32,6.81,13.25,-0.48,0.76,0.71,0.78,4.58,9.8,1,Simbad
0.257745,279.7225062770000,-21.0518726443000,0.003,0.002,90,4079684229322231040,279.72215967461,0.0771,-21.05253417163,0.0795,76.6355,0.1082,-75.128,0.163,-153.645,0.150,0,1.02475e+08,1.60081e+05,5.661817,5.27568e+07,2.76405e+05,6.045692,6.59519e+07,3.66184e+05,5.213851,0.831841,37.14,0.20,5883.67,0.0840,0.0400,0.80,0.685,279.7225,-21.051944,809,HD 172051,5636,4.58,-0.24,0.17,-4.95,2.7,0.1,3.0,32.5,252,0.01,0.01,2,-0.26,18 38 53.4,-21 03 07,5.85,13.08,-0.17,0.87,1.04,0.91,4.52,4.6,1,Simbad
0.295402,281.1463301140000,43.8332747471000,0.001,0.001,0,2117279002732678656,281.14569963775,0.0259,43.83326685549,0.0283,36.9783,0.0318,-105.631,0.054,-1.833,0.059,0,2.23962e+07,4.60847e+03,7.312929,1.09866e+07,1.51628e+04,7.749230,1.57598e+07,4.40139e+04,6.768041,0.981189,-45.58,0.14,5276.67,0.1763,0.0817,0.99,0.680,281.14625,43.833333,812,HD 173701,5337,4.36,0.29,0.2,-4.89,3.2,2.2,2.3,-46.5,238,0.01,0.01,2,0.29,18 44 35.1,+43 50 00,7.54,26.69,-0.2,0.92,0.72,0.94,4.48,5.9,1,Simbad
0.429204,281.4155122100000,20.5463098427000,0.015,0.013,90,4530744134230193280,281.41548176431,0.2624,20.54486394343,0.3088,51.1282,0.3454,-6.621,0.940,-335.822,0.840,1,4.60794e+08,3.77796e+06,4.029599,2.55082e+08,6.23553e+05,4.334687,2.66749e+08,1.01878e+06,3.696665,0.638022,23.44,0.31,6309.00,1.0890,0.5273,2.19,6.831,281.415417,20.546389,813,HD 173667,6330,3.96,0.03,0.15,-5.03,20.8,16.3,8.8,16.0,270,0.01,0.01,2,0.09,18 45 39.7,+20 32 47,1.74,7.99,0.33,0.86,0.25,0.61,1.65,1.1,1,Simbad
0.289153,283.9203501870000,4.2653228560600,0.002,0.001,90,4281180283478682496,283.92032106944,0.0547,4.26493438126,0.0484,7.6877,0.0595,-6.744,0.099,-90.226,0.084,0,1.48470e+07,5.32257e+03,7.759266,6.95159e+06,9.77217e+03,8.246177,1.09865e+07,2.55797e+04,7.159767,1.086410,19.81,0.20,5048.69,,,4.30,10.844,283.920417,4.265278,818,HD 175541,5013,3.33,-0.05,0.14,-5.18,3.7,1.2,3.4,19.9,360,0.01,0.01,1,-0.03,18 55 40.9,+04 15 55,8.02,127.06,1.0,4.19,1.35,1.39,3.36,3.3,1,Simbad
0.315580,284.7125129770000,30.1806429403000,0.001,0.001,0,2041085973668754176,284.71278991527,0.0177,30.18148037924,0.0240,41.7223,0.0262,55.602,0.039,194.502,0.049,1,4.18321e+07,9.14328e+03,6.634593,2.26357e+07,2.56282e+04,6.964404,2.70354e+07,7.98076e+04,6.182087,0.782317,-40.57,0.15,5886.67,0.0210,0.0090,0.93,0.943,284.7125,30.180556,822,HD 176377,5877,4.52,-0.21,0.18,-4.87,4.1,0.9,4.0,-40.3,267,0.01,0.01,5,-0.21,18 58 51.0,+30 10 50,6.8,23.84,-0.04,0.92,1.02,0.99,4.49,2.3,1,Simbad
0.527105,287.2629100750000,34.5998536929000,0.001,0.001,0,2044341077844180736,287.26320914910,0.0207,34.60069715018,0.0289,24.3775,0.0274,57.177,0.044,195.900,0.054,0,1.34440e+07,3.19590e+03,7.867046,6.87571e+06,7.65556e+03,8.258094,9.13738e+06,1.00785e+04,7.359866,0.898228,,,5596.00,0.1857,0.0768,1.01,0.905,287.262917,34.6,828,HD 178911 B,5564,4.4,0.2,0.19,-4.86,3.6,2.2,2.8,-40.6,318,0.01,0.01,2,0.21,19 09 03.1,+34 36 00,6.7,52.33,0.7,2.4,5.24,1.34,3.82,4.3,1,Simbad
0.199308,288.0194971400000,49.8538881902000,0.001,0.001,0,2132788541955849216,288.01825554360,0.0184,49.85660134277,0.0245,39.6041,0.0208,-185.929,0.041,630.167,0.046,0,4.63410e+07,1.00017e+04,6.523451,2.43110e+07,5.93047e+04,6.886883,3.04124e+07,8.18303e+04,6.054294,0.832589,-41.86,0.26,5717.00,0.1155,0.0750,1.10,1.171,288.019583,49.853889,829,HD 179957,5741,4.42,0.01,0.18,-4.91,3.4,0.1,3.4,-47.5,306,0.01,0.01,2,0.0,19 12 04.7,+49 51 14,5.85,24.45,0.37,1.54,2.27,1.08,4.08,7.9,1,Simbad
0.392579,288.0209396060000,49.8557483360000,0.001,0.001,0,2132788541955849984,288.01953326781,0.0210,49.85842285373,0.0302,39.5574,0.0245,-210.591,0.044,621.192,0.056,0,5.37020e+07,1.41965e+04,6.363390,2.82935e+07,6.82418e+04,6.722172,3.50462e+07,9.61732e+04,5.900316,0.821856,-40.99,0.17,5793.00,0.1700,0.0843,1.16,1.354,288.020833,49.855833,830,HD 179958,5757,4.35,0.04,0.17,-4.92,3.9,1.7,3.4,-46.6,307,0.01,0.01,2,0.03,19 12 05.0,+49 51 21,,,,,,,,,1,Simbad
0.525396,288.8884586920000,-24.1793537146000,0.002,0.002,90,6770313530317154560,288.88901821307,0.0709,-24.17979389596,0.0672,36.3915,0.0760,118.552,0.126,-102.235,0.114,0,6.81992e+07,4.27202e+04,6.103918,3.79295e+07,1.50462e+05,6.403946,4.23437e+07,1.45211e+05,5.694948,0.708999,-24.70,0.17,6153.00,0.1670,0.1027,1.25,2.002,288.888333,-24.179444,833,HD 179949,6148,4.32,0.2,0.23,-4.63,8.8,6.1,5.8,-25.2,245,0.01,0.01,2,0.23,19 15 33.2,-24 10 46,6.25,27.55,0.28,1.22,1.13,1.23,4.36,1.3,1,Simbad
0.346494,289.2024324130000,18.9763170364000,0.001,0.001,0,4515383166527921152,289.20248105821,0.0267,18.97603683198,0.0303,17.8522,0.0401,10.684,0.054,-65.080,0.058,0,3.32684e+07,6.79695e+03,6.883285,1.83464e+07,2.15773e+04,7.192510,2.08564e+07,4.87003e+04,6.463820,0.728690,-1.47,0.14,6106.25,1.2213,0.6123,1.80,4.063,289.2025,18.976389,834,HD 180684,6052,4.03,0.07,0.15,-5.06,7.9,5.7,5.0,-1.0,246,0.01,0.01,2,0.1,19 16 48.6,+18 58 35,7.02,55.59,0.59,1.79,1.24,1.29,4.04,3.8,1,Simbad
0.058806,290.0004050910000,-9.3235996540600,0.002,0.002,0,4201307051566729984,289.99986951141,0.0474,-9.32496999138,0.0444,20.9155,0.0564,-122.751,0.098,-318.277,0.098,0,8.46529e+06,2.93149e+03,8.369262,4.14187e+06,8.88173e+03,8.808396,6.00381e+06,1.40311e+04,7.815852,0.992544,-46.42,0.48,5331.30,0.3670,0.1898,1.05,0.797,290.000417,-9.323611,837,HD 181234,5313,4.35,0.34,0.15,-5.11,3.0,1.8,2.2,-46.8,267,0.01,0.01,1,0.34,19 20 00.1,-09 19 25,8.59,49.14,-0.09,1.06,0.91,0.93,4.38,10.8,1,Simbad
2.500038,290.0006072070000,-9.3229423905000,0.001,0.001,90,4201307051566731648,290.00060720745,0.6955,-9.32294239050,0.6850,,,,,,,0,8.51743e+02,6.28117e+00,18.362595,7.77164e+02,8.13812e+01,18.125107,1.74091e+03,2.44645e+02,16.659979,1.465128,,,,,,,,290.000417,-9.323611,837,HD 181234,5313,4.35,0.34,0.15,-5.11,3.0,1.8,2.2,-46.8,267,0.01,0.01,1,0.34,19 20 00.1,-09 19 25,8.59,49.14,-0.09,1.06,0.91,0.93,4.38,10.8,1,Simbad
0.183400,290.8917223440000,33.2219652558000,0.001,0.001,0,2046207670631964928,290.89214336442,0.0154,33.22265583182,0.0204,64.0623,0.0218,81.803,0.032,160.392,0.038,0,6.56219e+07,1.58842e+04,6.145743,3.24829e+07,4.51398e+04,6.572250,4.57847e+07,6.77648e+04,5.610119,0.962132,-21.60,0.14,5404.33,0.1040,0.0395,0.92,0.653,290.891667,33.221944,839,HD 182488,5358,4.42,0.13,0.13,,2.6,0.9,2.3,-13.7,269,0.01,0.01,6,0.14,19 23 34.0,+33 13 19,6.37,15.76,-0.19,0.93,0.83,0.92,4.47,7.5,1,Simbad
